Contest,Candidate Issue,Party,Precinct Name,Mail Votes,Early Votes,Election Day Votes,Total Votes,% of Total Votes
State Representative District 37,UNDER VOTES,STATS,097,56,43,37,136,4.06
State Representative District 37,UNDER VOTES,STATS,100,-,-,-,72,4.10
State Representative District 37,UNDER VOTES,STATS,102,-,-,-,65,3.49
State Representative District 37,UNDER VOTES,STATS,103,-,-,-,64,3.41
State Representative District 37,UNDER VOTES,STATS,105,-,-,-,87,3.20
State Representative District 37,UNDER VOTES,STATS,106,-,-,-,83,2.99
State Representative District 37,UNDER VOTES,STATS,108,-,-,-,169,3.75
State Representative District 37,UNDER VOTES,STATS,109,-,-,-,113,2.41
State Representative District 37,UNDER VOTES,STATS,110,-,-,-,58,2.69
State Representative District 37,UNDER VOTES,STATS,111,-,-,-,100,3.04
State Representative District 38,Randy Maggard,REP,001,553,619,472,1644,53.22
State Representative District 38,Randy Maggard,REP,002,94,165,230,489,64.85
State Representative District 38,Randy Maggard,REP,003,497,806,509,1812,66.18
State Representative District 38,Randy Maggard,REP,004,216,289,285,790,70.60
State Representative District 38,Randy Maggard,REP,005,477,629,479,1585,71.98
State Representative District 38,Randy Maggard,REP,006,1781,2352,785,4918,62.71
State Representative District 38,Randy Maggard,REP,007,799,1502,740,3041,49.22
State Representative District 38,Randy Maggard,REP,009,120,134,252,506,74.08
State Representative District 38,Randy Maggard,REP,010,182,215,231,628,72.60
State Representative District 38,Randy Maggard,REP,016,94,176,280,550,77.25
State Representative District 38,Randy Maggard,REP,019,736,1057,502,2295,72.12
State Representative District 38,Randy Maggard,REP,020,96,148,72,316,68.70
State Representative District 38,Randy Maggard,REP,021,98,131,222,451,64.15
State Representative District 38,Randy Maggard,REP,022,566,736,459,1761,68.57
State Representative District 38,Randy Maggard,REP,024,-,-,-,173,57.67
State Representative District 38,Randy Maggard,REP,037,575,621,306,1502,68.80
State Representative District 38,Randy Maggard,REP,038,839,1311,526,2676,50.54
State Representative District 38,Randy Maggard,REP,039,152,209,178,539,68.84
State Representative District 38,Randy Maggard,REP,048,278,508,223,1009,55.47
State Representative District 38,Randy Maggard,REP,055,734,1134,409,2277,59.65
State Representative District 38,Randy Maggard,REP,056,109,142,148,399,68.91
State Representative District 38,Randy Maggard,REP,060,279,409,187,875,50.43
State Representative District 38,Randy Maggard,REP,062,808,1232,672,2712,64.91
State Representative District 38,Randy Maggard,REP,063,273,305,227,805,66.58
State Representative District 38,Randy Maggard,REP,064,339,322,341,1002,65.28
State Representative District 38,Randy Maggard,REP,069,811,945,574,2330,68.77
State Representative District 38,Randy Maggard,REP,073,659,915,571,2145,53.72
State Representative District 38,Randy Maggard,REP,074,-,-,-,60,51.72
State Representative District 38,Randy Maggard,REP,076,506,439,547,1492,65.99
State Representative District 38,Randy Maggard,REP,079,221,331,418,970,79.64
State Representative District 38,Randy Maggard,REP,084,315,480,355,1150,63.57
State Representative District 38,Randy Maggard,REP,085,352,614,329,1295,53.36
State Representative District 38,Randy Maggard,REP,086,427,531,356,1314,66.26
State Representative District 38,Randy Maggard,REP,087,637,1043,526,2206,53.94
State Representative District 38,Randy Maggard,REP,088,112,120,227,459,75.87
State Representative District 38,Randy Maggard,REP,090,568,1112,525,2205,46.47
State Representative District 38,Randy Maggard,REP,096,258,449,303,1010,48.12
State Representative District 38,Randy Maggard,REP,098,302,540,330,1172,55.08
State Representative District 38,Randy Maggard,REP,099,364,575,286,1225,43.04
State Representative District 38,Randy Maggard,REP,101,363,620,391,1374,46.34
State Representative District 38,Randy Maggard,REP,104,131,223,132,486,67.41
State Representative District 38,Randy Maggard,REP,107,671,1182,293,2146,47.55
State Representative District 38,Brian Staver,DEM,001,764,400,281,1445,46.78
State Representative District 38,Brian Staver,DEM,002,120,67,78,265,35.15
State Representative District 38,Brian Staver,DEM,003,460,258,208,926,33.82
State Representative District 38,Brian Staver,DEM,004,162,104,63,329,29.40
State Representative District 38,Brian Staver,DEM,005,369,158,90,617,28.02
State Representative District 38,Brian Staver,DEM,006,1641,950,333,2924,37.29
State Representative District 38,Brian Staver,DEM,007,1543,1169,426,3138,50.78
State Representative District 38,Brian Staver,DEM,009,99,31,47,177,25.92
State Representative District 38,Brian Staver,DEM,010,113,65,59,237,27.40
State Representative District 38,Brian Staver,DEM,016,62,48,52,162,22.75
State Representative District 38,Brian Staver,DEM,019,495,286,106,887,27.88
State Representative District 38,Brian Staver,DEM,020,-,-,-,144,31.30
State Representative District 38,Brian Staver,DEM,021,93,64,95,252,35.85
State Representative District 38,Brian Staver,DEM,022,435,270,102,807,31.43
State Representative District 38,Brian Staver,DEM,024,45,52,30,127,42.33
State Representative District 38,Brian Staver,DEM,037,470,161,50,681,31.20
State Representative District 38,Brian Staver,DEM,038,1353,966,300,2619,49.46
State Representative District 38,Brian Staver,DEM,039,126,70,48,244,31.16
State Representative District 38,Brian Staver,DEM,048,380,331,99,810,44.53
State Representative District 38,Brian Staver,DEM,055,844,560,136,1540,40.35
State Representative District 38,Brian Staver,DEM,056,-,-,-,180,31.09
State Representative District 38,Brian Staver,DEM,060,455,295,110,860,49.57
State Representative District 38,Brian Staver,DEM,062,789,481,196,1466,35.09
State Representative District 38,Brian Staver,DEM,063,232,96,76,404,33.42
State Representative District 38,Brian Staver,DEM,064,321,113,99,533,34.72
State Representative District 38,Brian Staver,DEM,069,655,277,126,1058,31.23
State Representative District 38,Brian Staver,DEM,073,992,601,255,1848,46.28
State Representative District 38,Brian Staver,DEM,074,-,-,-,56,48.28
State Representative District 38,Brian Staver,DEM,076,490,125,154,769,34.01
State Representative District 38,Brian Staver,DEM,079,129,57,62,248,20.36
State Representative District 38,Brian Staver,DEM,084,332,202,125,659,36.43
State Representative District 38,Brian Staver,DEM,085,579,378,175,1132,46.64
State Representative District 38,Brian Staver,DEM,086,396,170,103,669,33.74
State Representative District 38,Brian Staver,DEM,087,940,707,237,1884,46.06
State Representative District 38,Brian Staver,DEM,088,74,31,41,146,24.13
State Representative District 38,Brian Staver,DEM,090,1224,1016,300,2540,53.53
State Representative District 38,Brian Staver,DEM,096,518,360,211,1089,51.88
State Representative District 38,Brian Staver,DEM,098,492,324,140,956,44.92
State Representative District 38,Brian Staver,DEM,099,745,627,249,1621,56.96
State Representative District 38,Brian Staver,DEM,101,818,529,244,1591,53.66
State Representative District 38,Brian Staver,DEM,104,127,68,40,235,32.59
State Representative District 38,Brian Staver,DEM,107,1227,891,249,2367,52.45
State Representative District 38,OVER VOTES,STATS,001,0,0,0,0,0.00
State Representative District 38,OVER VOTES,STATS,002,0,0,0,0,0.00
State Representative District 38,OVER VOTES,STATS,003,0,0,0,0,0.00
State Representative District 38,OVER VOTES,STATS,004,0,0,0,0,0.00
State Representative District 38,OVER VOTES,STATS,005,0,0,0,0,0.00
State Representative District 38,OVER VOTES,STATS,006,-,-,-,1,0.01
State Representative District 38,OVER VOTES,STATS,007,-,-,-,1,0.02
State Representative District 38,OVER VOTES,STATS,009,0,0,0,0,0.00
State Representative District 38,OVER VOTES,STATS,010,0,0,0,0,0.00
State Representative District 38,OVER VOTES,STATS,016,0,0,0,0,0.00
State Representative District 38,OVER VOTES,STATS,019,-,-,-,1,0.03
State Representative District 38,OVER VOTES,STATS,020,0,0,0,0,0.00
State Representative District 38,OVER VOTES,STATS,021,0,0,0,0,0.00
State Representative District 38,OVER VOTES,STATS,022,0,0,0,0,0.00
State Representative District 38,OVER VOTES,STATS,024,0,0,0,0,0.00
State Representative District 38,OVER VOTES,STATS,037,0,0,0,0,0.00
State Representative District 38,OVER VOTES,STATS,038,-,-,-,1,0.02
State Representative District 38,OVER VOTES,STATS,039,0,0,0,0,0.00
State Representative District 38,OVER VOTES,STATS,048,0,0,0,0,0.00
State Representative District 38,OVER VOTES,STATS,055,0,0,0,0,0.00
State Representative District 38,OVER VOTES,STATS,056,0,0,0,0,0.00
State Representative District 38,OVER VOTES,STATS,060,0,0,0,0,0.00
State Representative District 38,OVER VOTES,STATS,062,0,0,0,0,0.00
State Representative District 38,OVER VOTES,STATS,063,0,0,0,0,0.00
State Representative District 38,OVER VOTES,STATS,064,0,0,0,0,0.00
State Representative District 38,OVER VOTES,STATS,069,-,-,-,2,0.06
State Representative District 38,OVER VOTES,STATS,073,0,0,0,0,0.00
State Representative District 38,OVER VOTES,STATS,074,0,0,0,0,0.00
State Representative District 38,OVER VOTES,STATS,076,0,0,0,0,0.00
State Representative District 38,OVER VOTES,STATS,079,0,0,0,0,0.00
State Representative District 38,OVER VOTES,STATS,084,0,0,0,0,0.00
State Representative District 38,OVER VOTES,STATS,085,0,0,0,0,0.00
State Representative District 38,OVER VOTES,STATS,086,0,0,0,0,0.00
State Representative District 38,OVER VOTES,STATS,087,0,0,0,0,0.00
State Representative District 38,OVER VOTES,STATS,088,0,0,0,0,0.00
State Representative District 38,OVER VOTES,STATS,090,0,0,0,0,0.00
State Representative District 38,OVER VOTES,STATS,096,0,0,0,0,0.00
State Representative District 38,OVER VOTES,STATS,098,0,0,0,0,0.00
State Representative District 38,OVER VOTES,STATS,099,0,0,0,0,0.00
State Representative District 38,OVER VOTES,STATS,101,0,0,0,0,0.00
State Representative District 38,OVER VOTES,STATS,104,0,0,0,0,0.00
State Representative District 38,OVER VOTES,STATS,107,0,0,0,0,0.00
State Representative District 38,UNDER VOTES,STATS,001,-,-,-,95,3.08
State Representative District 38,UNDER VOTES,STATS,002,-,-,-,28,3.71
State Representative District 38,UNDER VOTES,STATS,003,-,-,-,76,2.78
State Representative District 38,UNDER VOTES,STATS,004,-,-,-,25,2.23
State Representative District 38,UNDER VOTES,STATS,005,-,-,-,75,3.41
State Representative District 38,UNDER VOTES,STATS,006,92,86,51,229,2.92
State Representative District 38,UNDER VOTES,STATS,007,63,66,50,179,2.90
State Representative District 38,UNDER VOTES,STATS,009,-,-,-,15,2.20
State Representative District 38,UNDER VOTES,STATS,010,-,-,-,24,2.77
State Representative District 38,UNDER VOTES,STATS,016,-,-,-,26,3.65
State Representative District 38,UNDER VOTES,STATS,019,-,-,-,75,2.36
State Representative District 38,UNDER VOTES,STATS,020,-,-,-,9,1.96
State Representative District 38,UNDER VOTES,STATS,021,-,-,-,29,4.13
State Representative District 38,UNDER VOTES,STATS,022,-,-,-,80,3.12
State Representative District 38,UNDER VOTES,STATS,024,-,-,-,9,3.00
State Representative District 38,UNDER VOTES,STATS,037,-,-,-,76,3.48
State Representative District 38,UNDER VOTES,STATS,038,59,53,36,148,2.80
State Representative District 38,UNDER VOTES,STATS,039,-,-,-,15,1.92
State Representative District 38,UNDER VOTES,STATS,048,-,-,-,62,3.41
State Representative District 38,UNDER VOTES,STATS,055,-,-,-,114,2.99
State Representative District 38,UNDER VOTES,STATS,056,-,-,-,16,2.76
State Representative District 38,UNDER VOTES,STATS,060,-,-,-,57,3.29
State Representative District 38,UNDER VOTES,STATS,062,51,35,33,119,2.85
State Representative District 38,UNDER VOTES,STATS,063,-,-,-,32,2.65
State Representative District 38,UNDER VOTES,STATS,064,-,-,-,60,3.91
State Representative District 38,UNDER VOTES,STATS,069,-,-,-,116,3.42
State Representative District 38,UNDER VOTES,STATS,073,62,35,56,153,3.83
State Representative District 38,UNDER VOTES,STATS,074,-,-,-,4,3.45
State Representative District 38,UNDER VOTES,STATS,076,-,-,-,67,2.96
State Representative District 38,UNDER VOTES,STATS,079,-,-,-,33,2.71
State Representative District 38,UNDER VOTES,STATS,084,-,-,-,83,4.59
State Representative District 38,UNDER VOTES,STATS,085,-,-,-,96,3.96
State Representative District 38,UNDER VOTES,STATS,086,-,-,-,77,3.88
State Representative District 38,UNDER VOTES,STATS,087,39,49,34,122,2.98
State Representative District 38,UNDER VOTES,STATS,088,-,-,-,21,3.47
State Representative District 38,UNDER VOTES,STATS,090,52,65,37,154,3.25
State Representative District 38,UNDER VOTES,STATS,096,-,-,-,80,3.81
State Representative District 38,UNDER VOTES,STATS,098,-,-,-,89,4.18
State Representative District 38,UNDER VOTES,STATS,099,-,-,-,89,3.13
State Representative District 38,UNDER VOTES,STATS,101,-,-,-,96,3.24
State Representative District 38,UNDER VOTES,STATS,104,-,-,-,24,3.33
State Representative District 38,UNDER VOTES,STATS,107,53,68,32,153,3.39
Superintendent of Schools,Kurt S. Browning,REP,001,701,645,475,1821,59.82
Superintendent of Schools,Kurt S. Browning,REP,002,117,166,233,516,68.25
Superintendent of Schools,Kurt S. Browning,REP,003,582,792,508,1882,69.19
Superintendent of Schools,Kurt S. Browning,REP,004,227,278,291,796,71.39
Superintendent of Schools,Kurt S. Browning,REP,005,527,612,474,1613,73.38
Superintendent of Schools,Kurt S. Browning,REP,006,1965,2344,782,5091,66.01
Superintendent of Schools,Kurt S. Browning,REP,007,1001,1590,793,3384,55.89
Superintendent of Schools,Kurt S. Browning,REP,008,942,1486,557,2985,65.20
Superintendent of Schools,Kurt S. Browning,REP,009,137,131,236,504,74.12
Superintendent of Schools,Kurt S. Browning,REP,010,206,217,229,652,75.38
Superintendent of Schools,Kurt S. Browning,REP,011,873,1043,497,2413,63.73
Superintendent of Schools,Kurt S. Browning,REP,012,472,567,476,1515,70.56
Superintendent of Schools,Kurt S. Browning,REP,013,624,838,525,1987,70.74
Superintendent of Schools,Kurt S. Browning,REP,014,1065,1760,622,3447,65.26
Superintendent of Schools,Kurt S. Browning,REP,015,1055,1148,866,3069,60.98
Superintendent of Schools,Kurt S. Browning,REP,016,100,173,256,529,74.61
Superintendent of Schools,Kurt S. Browning,REP,017,838,1237,455,2530,61.26
Superintendent of Schools,Kurt S. Browning,REP,018,213,219,186,618,63.25
Superintendent of Schools,Kurt S. Browning,REP,019,841,1071,478,2390,75.47
Superintendent of Schools,Kurt S. Browning,REP,020,113,142,67,322,70.61
Superintendent of Schools,Kurt S. Browning,REP,021,105,135,211,451,64.34
Superintendent of Schools,Kurt S. Browning,REP,022,593,724,455,1772,69.74
Superintendent of Schools,Kurt S. Browning,REP,023,420,405,289,1114,68.94
Superintendent of Schools,Kurt S. Browning,REP,024,-,-,-,194,66.21
Superintendent of Schools,Kurt S. Browning,REP,025,1205,1186,874,3265,60.85
Superintendent of Schools,Kurt S. Browning,REP,026,406,550,435,1391,64.07
Superintendent of Schools,Kurt S. Browning,REP,027,1137,1476,1121,3734,71.90
Superintendent of Schools,Kurt S. Browning,REP,028,647,678,571,1896,61.98
Superintendent of Schools,Kurt S. Browning,REP,029,245,250,196,691,65.75
Superintendent of Schools,Kurt S. Browning,REP,030,470,691,372,1533,61.74
Superintendent of Schools,Kurt S. Browning,REP,031,541,742,517,1800,62.61
Superintendent of Schools,Kurt S. Browning,REP,032,467,600,450,1517,60.25
Superintendent of Schools,Kurt S. Browning,REP,033,1285,1196,881,3362,70.14
Superintendent of Schools,Kurt S. Browning,REP,034,675,662,498,1835,65.82
Superintendent of Schools,Kurt S. Browning,REP,035,1416,2286,613,4315,68.47
Superintendent of Schools,Kurt S. Browning,REP,036,1479,1913,703,4095,64.86
Superintendent of Schools,Kurt S. Browning,REP,037,620,613,292,1525,70.80
Superintendent of Schools,Kurt S. Browning,REP,038,1036,1388,522,2946,57.03
Superintendent of Schools,Kurt S. Browning,REP,039,170,203,178,551,71.37
Superintendent of Schools,Kurt S. Browning,REP,040,132,161,149,442,65.87
Superintendent of Schools,Kurt S. Browning,REP,041,361,464,245,1070,65.97
Superintendent of Schools,Kurt S. Browning,REP,042,802,1217,499,2518,63.52
Superintendent of Schools,Kurt S. Browning,REP,043,88,98,158,344,60.67
Superintendent of Schools,Kurt S. Browning,REP,044,256,239,239,734,66.31
Superintendent of Schools,Kurt S. Browning,REP,045,832,1232,776,2840,68.97
Superintendent of Schools,Kurt S. Browning,REP,046,593,592,552,1737,60.73
Superintendent of Schools,Kurt S. Browning,REP,047,200,199,226,625,59.87
Superintendent of Schools,Kurt S. Browning,REP,048,312,501,218,1031,57.34
Superintendent of Schools,Kurt S. Browning,REP,049,880,1002,875,2757,67.10
Superintendent of Schools,Kurt S. Browning,REP,050,530,378,291,1199,59.50
Superintendent of Schools,Kurt S. Browning,REP,051,410,461,437,1308,61.32
Superintendent of Schools,Kurt S. Browning,REP,052,1093,1054,526,2673,64.05
Superintendent of Schools,Kurt S. Browning,REP,053,304,408,331,1043,58.53
Superintendent of Schools,Kurt S. Browning,REP,054,529,550,430,1509,59.20
Superintendent of Schools,Kurt S. Browning,REP,055,867,1151,396,2414,64.17
Superintendent of Schools,Kurt S. Browning,REP,056,122,140,154,416,72.98
Superintendent of Schools,Kurt S. Browning,REP,057,334,397,331,1062,62.32
Superintendent of Schools,Kurt S. Browning,REP,058,233,249,258,740,63.52
Superintendent of Schools,Kurt S. Browning,REP,059,1211,1081,737,3029,63.66
Superintendent of Schools,Kurt S. Browning,REP,060,356,447,202,1005,58.63
Superintendent of Schools,Kurt S. Browning,REP,061,187,186,263,636,63.16
Superintendent of Schools,Kurt S. Browning,REP,062,892,1236,661,2789,67.37
Superintendent of Schools,Kurt S. Browning,REP,063,301,312,233,846,71.03
Superintendent of Schools,Kurt S. Browning,REP,064,385,324,337,1046,69.04
Superintendent of Schools,Kurt S. Browning,REP,065,618,717,544,1879,61.19
Superintendent of Schools,Kurt S. Browning,REP,066,585,742,403,1730,59.97
Superintendent of Schools,Kurt S. Browning,REP,067,637,803,358,1798,66.52
Superintendent of Schools,Kurt S. Browning,REP,068,602,725,190,1517,66.16
Superintendent of Schools,Kurt S. Browning,REP,069,923,961,573,2457,72.76
Superintendent of Schools,Kurt S. Browning,REP,070,953,959,288,2200,68.73
Superintendent of Schools,Kurt S. Browning,REP,071,313,332,244,889,71.98
Superintendent of Schools,Kurt S. Browning,REP,072,471,558,340,1369,60.79
Superintendent of Schools,Kurt S. Browning,REP,073,834,981,592,2407,60.66
Superintendent of Schools,Kurt S. Browning,REP,074,-,-,-,65,56.03
Superintendent of Schools,Kurt S. Browning,REP,075,641,572,445,1658,60.84
Superintendent of Schools,Kurt S. Browning,REP,076,594,444,556,1594,70.97
Superintendent of Schools,Kurt S. Browning,REP,077,545,840,330,1715,69.74
Superintendent of Schools,Kurt S. Browning,REP,078,694,528,344,1566,68.12
Superintendent of Schools,Kurt S. Browning,REP,079,236,331,405,972,79.41
Superintendent of Schools,Kurt S. Browning,REP,080,177,224,214,615,65.50
Superintendent of Schools,Kurt S. Browning,REP,081,275,367,188,830,68.20
Superintendent of Schools,Kurt S. Browning,REP,082,691,569,769,2029,70.33
Superintendent of Schools,Kurt S. Browning,REP,083,1582,1422,678,3682,70.90
Superintendent of Schools,Kurt S. Browning,REP,084,334,482,360,1176,65.85
Superintendent of Schools,Kurt S. Browning,REP,085,402,633,345,1380,57.31
Superintendent of Schools,Kurt S. Browning,REP,086,471,537,344,1352,68.84
Superintendent of Schools,Kurt S. Browning,REP,087,748,1120,519,2387,59.42
Superintendent of Schools,Kurt S. Browning,REP,088,117,123,232,472,79.86
Superintendent of Schools,Kurt S. Browning,REP,089,194,333,258,785,65.64
Superintendent of Schools,Kurt S. Browning,REP,090,783,1237,516,2536,54.15
Superintendent of Schools,Kurt S. Browning,REP,091,665,757,471,1893,70.53
Superintendent of Schools,Kurt S. Browning,REP,092,381,501,253,1135,63.91
Superintendent of Schools,Kurt S. Browning,REP,093,501,489,462,1452,64.05
Superintendent of Schools,Kurt S. Browning,REP,094,307,371,388,1066,58.25
Superintendent of Schools,Kurt S. Browning,REP,095,522,787,377,1686,64.60
Superintendent of Schools,Kurt S. Browning,REP,096,307,484,325,1116,54.04
Superintendent of Schools,Kurt S. Browning,REP,097,892,801,492,2185,65.28
Superintendent of Schools,Kurt S. Browning,REP,098,359,584,345,1288,61.07
Superintendent of Schools,Kurt S. Browning,REP,099,466,653,308,1427,51.50
Superintendent of Schools,Kurt S. Browning,REP,100,331,478,392,1201,68.59
Superintendent of Schools,Kurt S. Browning,REP,101,485,660,412,1557,53.71
Superintendent of Schools,Kurt S. Browning,REP,102,463,401,312,1176,63.40
Superintendent of Schools,Kurt S. Browning,REP,103,383,478,317,1178,63.47
Superintendent of Schools,Kurt S. Browning,REP,104,151,211,126,488,68.16
Superintendent of Schools,Kurt S. Browning,REP,105,709,559,560,1828,67.45
Superintendent of Schools,Kurt S. Browning,REP,106,566,813,471,1850,67.08
Superintendent of Schools,Kurt S. Browning,REP,107,834,1251,336,2421,54.67
Superintendent of Schools,Kurt S. Browning,REP,108,1054,1353,483,2890,64.61
Superintendent of Schools,Kurt S. Browning,REP,109,1045,1426,532,3003,65.06
Superintendent of Schools,Kurt S. Browning,REP,110,478,721,159,1358,64.03
Superintendent of Schools,Kurt S. Browning,REP,111,846,914,431,2191,67.11
Superintendent of Schools,Cynthia Thompson,NPA,001,580,366,277,1223,40.18
Superintendent of Schools,Cynthia Thompson,NPA,002,100,68,72,240,31.75
Superintendent of Schools,Cynthia Thompson,NPA,003,364,271,203,838,30.81
Superintendent of Schools,Cynthia Thompson,NPA,004,142,115,62,319,28.61
Superintendent of Schools,Cynthia Thompson,NPA,005,311,172,102,585,26.62
Superintendent of Schools,Cynthia Thompson,NPA,006,1384,909,329,2622,33.99
Superintendent of Schools,Cynthia Thompson,NPA,007,1284,1033,354,2671,44.11
Superintendent of Schools,Cynthia Thompson,NPA,008,799,611,183,1593,34.80
Superintendent of Schools,Cynthia Thompson,NPA,009,83,32,61,176,25.88
Superintendent of Schools,Cynthia Thompson,NPA,010,88,64,61,213,24.62
Superintendent of Schools,Cynthia Thompson,NPA,011,777,414,182,1373,36.27
Superintendent of Schools,Cynthia Thompson,NPA,012,293,193,146,632,29.44
Superintendent of Schools,Cynthia Thompson,NPA,013,455,231,136,822,29.26
Superintendent of Schools,Cynthia Thompson,NPA,014,912,689,234,1835,34.74
Superintendent of Schools,Cynthia Thompson,NPA,015,1046,515,403,1964,39.02
Superintendent of Schools,Cynthia Thompson,NPA,016,52,53,75,180,25.39
Superintendent of Schools,Cynthia Thompson,NPA,017,776,650,174,1600,38.74
Superintendent of Schools,Cynthia Thompson,NPA,018,189,90,80,359,36.75
Superintendent of Schools,Cynthia Thompson,NPA,019,379,269,129,777,24.53
Superintendent of Schools,Cynthia Thompson,NPA,020,-,-,-,134,29.39
Superintendent of Schools,Cynthia Thompson,NPA,021,82,62,106,250,35.66
Superintendent of Schools,Cynthia Thompson,NPA,022,390,267,112,769,30.26
Superintendent of Schools,Cynthia Thompson,NPA,023,310,108,84,502,31.06
Superintendent of Schools,Cynthia Thompson,NPA,024,-,-,-,99,33.79
Superintendent of Schools,Cynthia Thompson,NPA,025,1195,487,419,2101,39.15
Superintendent of Schools,Cynthia Thompson,NPA,026,398,219,163,780,35.93
Superintendent of Schools,Cynthia Thompson,NPA,027,765,414,280,1459,28.10
Superintendent of Schools,Cynthia Thompson,NPA,028,643,283,237,1163,38.02
Superintendent of Schools,Cynthia Thompson,NPA,029,190,92,78,360,34.25
Superintendent of Schools,Cynthia Thompson,NPA,030,516,269,165,950,38.26
Superintendent of Schools,Cynthia Thompson,NPA,031,481,394,200,1075,37.39
Superintendent of Schools,Cynthia Thompson,NPA,032,510,277,214,1001,39.75
Superintendent of Schools,Cynthia Thompson,NPA,033,876,310,245,1431,29.86
Superintendent of Schools,Cynthia Thompson,NPA,034,549,212,192,953,34.18
Superintendent of Schools,Cynthia Thompson,NPA,035,960,841,186,1987,31.53
Superintendent of Schools,Cynthia Thompson,NPA,036,1293,704,222,2219,35.14
Superintendent of Schools,Cynthia Thompson,NPA,037,408,160,61,629,29.20
Superintendent of Schools,Cynthia Thompson,NPA,038,1101,833,286,2220,42.97
Superintendent of Schools,Cynthia Thompson,NPA,039,103,72,46,221,28.63
Superintendent of Schools,Cynthia Thompson,NPA,040,88,77,64,229,34.13
Superintendent of Schools,Cynthia Thompson,NPA,041,278,181,93,552,34.03
Superintendent of Schools,Cynthia Thompson,NPA,042,799,466,181,1446,36.48
Superintendent of Schools,Cynthia Thompson,NPA,043,100,65,58,223,39.33
Superintendent of Schools,Cynthia Thompson,NPA,044,225,87,61,373,33.69
Superintendent of Schools,Cynthia Thompson,NPA,045,631,397,250,1278,31.03
Superintendent of Schools,Cynthia Thompson,NPA,046,577,283,263,1123,39.27
Superintendent of Schools,Cynthia Thompson,NPA,047,251,89,79,419,40.13
Superintendent of Schools,Cynthia Thompson,NPA,048,342,323,102,767,42.66
Superintendent of Schools,Cynthia Thompson,NPA,049,690,366,296,1352,32.90
Superintendent of Schools,Cynthia Thompson,NPA,050,527,180,109,816,40.50
Superintendent of Schools,Cynthia Thompson,NPA,051,407,241,177,825,38.68
Superintendent of Schools,Cynthia Thompson,NPA,052,839,472,189,1500,35.95
Superintendent of Schools,Cynthia Thompson,NPA,053,365,209,165,739,41.47
Superintendent of Schools,Cynthia Thompson,NPA,054,533,297,210,1040,40.80
Superintendent of Schools,Cynthia Thompson,NPA,055,682,517,149,1348,35.83
Superintendent of Schools,Cynthia Thompson,NPA,056,-,-,-,154,27.02
Superintendent of Schools,Cynthia Thompson,NPA,057,325,179,138,642,37.68
Superintendent of Schools,Cynthia Thompson,NPA,058,226,94,105,425,36.48
Superintendent of Schools,Cynthia Thompson,NPA,059,961,484,284,1729,36.34
Superintendent of Schools,Cynthia Thompson,NPA,060,365,254,90,709,41.37
Superintendent of Schools,Cynthia Thompson,NPA,061,171,97,103,371,36.84
Superintendent of Schools,Cynthia Thompson,NPA,062,686,458,207,1351,32.63
Superintendent of Schools,Cynthia Thompson,NPA,063,192,85,68,345,28.97
Superintendent of Schools,Cynthia Thompson,NPA,064,264,107,98,469,30.96
Superintendent of Schools,Cynthia Thompson,NPA,065,615,360,217,1192,38.81
Superintendent of Schools,Cynthia Thompson,NPA,066,570,375,210,1155,40.03
Superintendent of Schools,Cynthia Thompson,NPA,067,512,269,124,905,33.48
Superintendent of Schools,Cynthia Thompson,NPA,068,457,229,90,776,33.84
Superintendent of Schools,Cynthia Thompson,NPA,069,529,267,124,920,27.24
Superintendent of Schools,Cynthia Thompson,NPA,070,607,320,74,1001,31.27
Superintendent of Schools,Cynthia Thompson,NPA,071,201,93,52,346,28.02
Superintendent of Schools,Cynthia Thompson,NPA,072,474,267,142,883,39.21
Superintendent of Schools,Cynthia Thompson,NPA,073,807,512,242,1561,39.34
Superintendent of Schools,Cynthia Thompson,NPA,074,-,-,-,51,43.97
Superintendent of Schools,Cynthia Thompson,NPA,075,589,287,191,1067,39.16
Superintendent of Schools,Cynthia Thompson,NPA,076,395,117,140,652,29.03
Superintendent of Schools,Cynthia Thompson,NPA,077,389,238,117,744,30.26
Superintendent of Schools,Cynthia Thompson,NPA,078,470,147,116,733,31.88
Superintendent of Schools,Cynthia Thompson,NPA,079,112,61,79,252,20.59
Superintendent of Schools,Cynthia Thompson,NPA,080,151,99,74,324,34.50
Superintendent of Schools,Cynthia Thompson,NPA,081,198,138,51,387,31.80
Superintendent of Schools,Cynthia Thompson,NPA,082,510,167,179,856,29.67
Superintendent of Schools,Cynthia Thompson,NPA,083,954,400,157,1511,29.10
Superintendent of Schools,Cynthia Thompson,NPA,084,300,192,118,610,34.15
Superintendent of Schools,Cynthia Thompson,NPA,085,512,354,162,1028,42.69
Superintendent of Schools,Cynthia Thompson,NPA,086,338,158,116,612,31.16
Superintendent of Schools,Cynthia Thompson,NPA,087,796,612,222,1630,40.58
Superintendent of Schools,Cynthia Thompson,NPA,088,-,-,-,119,20.14
Superintendent of Schools,Cynthia Thompson,NPA,089,173,138,100,411,34.36
Superintendent of Schools,Cynthia Thompson,NPA,090,979,866,302,2147,45.85
Superintendent of Schools,Cynthia Thompson,NPA,091,456,209,126,791,29.47
Superintendent of Schools,Cynthia Thompson,NPA,092,309,214,118,641,36.09
Superintendent of Schools,Cynthia Thompson,NPA,093,431,214,170,815,35.95
Superintendent of Schools,Cynthia Thompson,NPA,094,341,235,188,764,41.75
