Contest,Candidate Issue,Party,Precinct Name,Provisional Votes,Mail Votes,Early Votes,Election Day Votes,Total Votes,% of Total Votes
President and Vice President,Don Blankenship,CPF,141,0,0,0,0,0,0.0
President and Vice President,Don Blankenship,CPF,142,0,0,0,0,0,0.0
President and Vice President,Don Blankenship,CPF,144,-,-,-,-,1,0.0
President and Vice President,Don Blankenship,CPF,155,-,-,-,-,3,0.0
President and Vice President,Don Blankenship,CPF,156,-,-,-,-,3,0.1
President and Vice President,Don Blankenship,CPF,159,0,0,0,0,0,0.0
President and Vice President,Don Blankenship,CPF,189,0,0,0,0,0,0.0
President and Vice President,Don Blankenship,CPF,190,-,-,-,-,1,0.0
President and Vice President,Don Blankenship,CPF,193,0,0,0,0,0,0.0
President and Vice President,Don Blankenship,CPF,194,-,-,-,-,2,0.1
President and Vice President,Don Blankenship,CPF,202,0,0,0,0,0,0.0
President and Vice President,Don Blankenship,CPF,203,0,0,0,0,0,0.0
President and Vice President,Don Blankenship,CPF,204,0,0,0,0,0,0.0
President and Vice President,Don Blankenship,CPF,222,-,-,-,-,1,0.0
President and Vice President,Don Blankenship,CPF,223,0,0,0,0,0,0.0
President and Vice President,Don Blankenship,CPF,242,0,0,0,0,0,0.0
President and Vice President,Don Blankenship,CPF,251,0,0,0,0,0,0.0
President and Vice President,Don Blankenship,CPF,252,0,0,0,0,0,0.0
President and Vice President,Don Blankenship,CPF,255,0,0,0,0,0,0.0
President and Vice President,Don Blankenship,CPF,257,0,0,0,0,0,0.0
President and Vice President,Don Blankenship,CPF,258,0,0,0,0,0,0.0
President and Vice President,Don Blankenship,CPF,303,0,0,0,0,0,0.0
President and Vice President,Don Blankenship,CPF,304,0,0,0,0,0,0.0
President and Vice President,Don Blankenship,CPF,310,-,-,-,-,2,0.0
President and Vice President,Don Blankenship,CPF,313,0,0,0,0,0,0.0
President and Vice President,Don Blankenship,CPF,315,-,-,-,-,1,0.0
President and Vice President,Don Blankenship,CPF,317,0,0,0,0,0,0.0
President and Vice President,Don Blankenship,CPF,322,-,-,-,-,1,0.0
President and Vice President,Don Blankenship,CPF,323,-,-,-,-,1,0.0
President and Vice President,Don Blankenship,CPF,324,0,0,0,0,0,0.0
President and Vice President,Don Blankenship,CPF,332,-,-,-,-,2,0.0
President and Vice President,Don Blankenship,CPF,414,-,-,-,-,2,0.1
President and Vice President,Don Blankenship,CPF,418,-,-,-,-,1,0.0
President and Vice President,Don Blankenship,CPF,428,0,0,0,0,0,0.0
President and Vice President,Don Blankenship,CPF,430,0,0,0,0,0,0.0
President and Vice President,Don Blankenship,CPF,431,0,0,0,0,0,0.0
President and Vice President,Don Blankenship,CPF,434,-,-,-,-,2,0.0
President and Vice President,Don Blankenship,CPF,438,0,0,0,0,0,0.0
President and Vice President,Don Blankenship,CPF,440,0,0,0,0,0,0.0
President and Vice President,Don Blankenship,CPF,450,0,0,0,0,0,0.0
President and Vice President,Don Blankenship,CPF,462,-,-,-,-,3,0.1
President and Vice President,Don Blankenship,CPF,464,0,0,0,0,0,0.0
President and Vice President,Don Blankenship,CPF,472,0,0,0,0,0,0.0
President and Vice President,Don Blankenship,CPF,475,0,0,0,0,0,0.0
President and Vice President,Don Blankenship,CPF,477,0,0,0,0,0,0.0
President and Vice President,Don Blankenship,CPF,479,0,0,0,0,0,0.0
President and Vice President,Don Blankenship,CPF,502,0,0,0,0,0,0.0
President and Vice President,Don Blankenship,CPF,550,-,-,-,-,1,0.1
President and Vice President,Don Blankenship,CPF,551,0,0,0,0,0,0.0
President and Vice President,Don Blankenship,CPF,552,0,0,0,0,0,0.0
President and Vice President,Don Blankenship,CPF,554,-,-,-,-,3,0.1
President and Vice President,Don Blankenship,CPF,590,0,0,0,0,0,0.0
President and Vice President,Don Blankenship,CPF,591,-,-,-,-,2,0.0
President and Vice President,Don Blankenship,CPF,593,0,0,0,0,0,0.0
President and Vice President,Don Blankenship,CPF,594,-,-,-,-,3,0.1
President and Vice President,WRITE-IN,NON,101,-,-,-,-,6,0.1
President and Vice President,WRITE-IN,NON,102,0,0,0,0,0,0.0
President and Vice President,WRITE-IN,NON,103,-,-,-,-,5,0.3
President and Vice President,WRITE-IN,NON,135,-,-,-,-,8,0.2
President and Vice President,WRITE-IN,NON,139,-,-,-,-,1,0.0
President and Vice President,WRITE-IN,NON,141,-,-,-,-,6,0.2
President and Vice President,WRITE-IN,NON,142,-,-,-,-,6,0.4
President and Vice President,WRITE-IN,NON,144,-,-,-,-,10,0.2
President and Vice President,WRITE-IN,NON,155,-,-,-,-,17,0.3
President and Vice President,WRITE-IN,NON,156,-,-,-,-,7,0.2
President and Vice President,WRITE-IN,NON,159,-,-,-,-,6,0.3
President and Vice President,WRITE-IN,NON,189,0,0,0,0,0,0.0
President and Vice President,WRITE-IN,NON,190,-,-,-,-,5,0.1
President and Vice President,WRITE-IN,NON,193,-,-,-,-,13,0.2
President and Vice President,WRITE-IN,NON,194,-,-,-,-,4,0.1
President and Vice President,WRITE-IN,NON,202,-,-,-,-,9,0.2
President and Vice President,WRITE-IN,NON,203,-,-,-,-,14,0.3
President and Vice President,WRITE-IN,NON,204,-,-,-,-,3,0.1
President and Vice President,WRITE-IN,NON,222,-,-,-,-,3,0.1
President and Vice President,WRITE-IN,NON,223,-,-,-,-,11,0.2
President and Vice President,WRITE-IN,NON,242,-,-,-,-,4,0.2
President and Vice President,WRITE-IN,NON,251,-,-,-,-,16,0.3
President and Vice President,WRITE-IN,NON,252,-,-,-,-,6,0.2
President and Vice President,WRITE-IN,NON,255,-,-,-,-,13,0.2
President and Vice President,WRITE-IN,NON,257,-,-,-,-,10,0.3
President and Vice President,WRITE-IN,NON,258,-,-,-,-,6,0.2
President and Vice President,WRITE-IN,NON,303,-,-,-,-,13,0.3
President and Vice President,WRITE-IN,NON,304,-,-,-,-,11,0.4
President and Vice President,WRITE-IN,NON,310,-,-,-,-,18,0.3
President and Vice President,WRITE-IN,NON,313,-,-,-,-,11,0.3
President and Vice President,WRITE-IN,NON,315,-,-,-,-,3,0.1
President and Vice President,WRITE-IN,NON,317,-,-,-,-,6,0.2
President and Vice President,WRITE-IN,NON,322,-,-,-,-,4,0.1
President and Vice President,WRITE-IN,NON,323,-,-,-,-,12,0.3
President and Vice President,WRITE-IN,NON,324,-,-,-,-,8,0.2
President and Vice President,WRITE-IN,NON,332,-,-,-,-,13,0.2
President and Vice President,WRITE-IN,NON,414,-,-,-,-,5,0.2
President and Vice President,WRITE-IN,NON,418,-,-,-,-,19,0.4
President and Vice President,WRITE-IN,NON,428,-,-,-,-,12,0.4
President and Vice President,WRITE-IN,NON,430,-,-,-,-,4,0.1
President and Vice President,WRITE-IN,NON,431,-,-,-,-,2,0.1
President and Vice President,WRITE-IN,NON,434,-,-,-,-,8,0.2
President and Vice President,WRITE-IN,NON,438,-,-,-,-,3,0.1
President and Vice President,WRITE-IN,NON,440,-,-,-,-,5,0.1
President and Vice President,WRITE-IN,NON,450,0,0,0,0,0,0.0
President and Vice President,WRITE-IN,NON,462,-,-,-,-,10,0.3
President and Vice President,WRITE-IN,NON,464,-,-,-,-,20,0.5
President and Vice President,WRITE-IN,NON,472,-,-,-,-,1,0.2
President and Vice President,WRITE-IN,NON,475,-,-,-,-,6,0.6
President and Vice President,WRITE-IN,NON,477,-,-,-,-,19,0.5
President and Vice President,WRITE-IN,NON,479,-,-,-,-,4,0.2
President and Vice President,WRITE-IN,NON,502,-,-,-,-,3,0.5
President and Vice President,WRITE-IN,NON,550,-,-,-,-,5,0.3
President and Vice President,WRITE-IN,NON,551,-,-,-,-,15,0.3
President and Vice President,WRITE-IN,NON,552,-,-,-,-,7,0.1
President and Vice President,WRITE-IN,NON,554,-,-,-,-,1,0.0
President and Vice President,WRITE-IN,NON,590,-,-,-,-,18,0.3
President and Vice President,WRITE-IN,NON,591,-,-,-,-,4,0.1
President and Vice President,WRITE-IN,NON,593,-,-,-,-,19,0.6
President and Vice President,WRITE-IN,NON,594,-,-,-,-,8,0.2
Representative in Congress District 19,Byron Donalds,REP,101,-,-,-,-,435,58.4
Representative in Congress District 19,Byron Donalds,REP,103,-,-,-,-,1115,61.0
Representative in Congress District 19,Byron Donalds,REP,135,0,534,539,260,1333,57.2
Representative in Congress District 19,Byron Donalds,REP,139,0,142,141,91,374,51.0
Representative in Congress District 19,Byron Donalds,REP,141,-,-,-,-,1982,65.0
Representative in Congress District 19,Byron Donalds,REP,142,-,-,-,-,1015,69.8
Representative in Congress District 19,Byron Donalds,REP,155,-,-,-,-,2761,64.0
Representative in Congress District 19,Byron Donalds,REP,156,-,-,-,-,1799,47.0
Representative in Congress District 19,Byron Donalds,REP,159,0,594,625,425,1644,73.3
Representative in Congress District 19,Byron Donalds,REP,189,0,51,41,86,178,64.3
Representative in Congress District 19,Byron Donalds,REP,190,-,-,-,-,2420,73.7
Representative in Congress District 19,Byron Donalds,REP,193,-,-,-,-,3952,73.6
Representative in Congress District 19,Byron Donalds,REP,194,0,1245,1127,234,2606,75.7
Representative in Congress District 19,Byron Donalds,REP,202,-,-,-,-,3529,62.9
Representative in Congress District 19,Byron Donalds,REP,203,-,-,-,-,3140,70.1
Representative in Congress District 19,Byron Donalds,REP,204,-,-,-,-,2255,63.9
Representative in Congress District 19,Byron Donalds,REP,222,-,-,-,-,2679,68.0
Representative in Congress District 19,Byron Donalds,REP,223,-,-,-,-,4010,63.5
Representative in Congress District 19,Byron Donalds,REP,251,-,-,-,-,3100,59.5
Representative in Congress District 19,Byron Donalds,REP,252,0,867,578,274,1719,71.0
Representative in Congress District 19,Byron Donalds,REP,255,-,-,-,-,3513,66.2
Representative in Congress District 19,Byron Donalds,REP,257,-,-,-,-,2008,67.2
Representative in Congress District 19,Byron Donalds,REP,258,0,922,884,292,2098,64.1
Representative in Congress District 19,Byron Donalds,REP,414,-,-,-,-,1803,59.0
Representative in Congress District 19,Byron Donalds,REP,418,0,1490,1270,423,3183,63.2
Representative in Congress District 19,Byron Donalds,REP,428,-,-,-,-,1295,65.5
Representative in Congress District 19,Byron Donalds,REP,430,0,274,308,178,760,58.5
Representative in Congress District 19,Byron Donalds,REP,434,-,-,-,-,2522,58.7
Representative in Congress District 19,Byron Donalds,REP,450,-,-,-,-,50,46.7
Representative in Congress District 19,Byron Donalds,REP,462,-,-,-,-,2333,73.1
Representative in Congress District 19,Byron Donalds,REP,464,-,-,-,-,2552,69.2
Representative in Congress District 19,Byron Donalds,REP,472,0,113,171,63,347,54.0
Representative in Congress District 19,Byron Donalds,REP,475,-,-,-,-,785,76.9
Representative in Congress District 19,Byron Donalds,REP,477,0,1249,1159,297,2705,70.8
Representative in Congress District 19,Byron Donalds,REP,479,0,544,471,212,1227,68.2
Representative in Congress District 19,Cindy Lyn Banyai,DEM,101,-,-,-,-,309,41.5
Representative in Congress District 19,Cindy Lyn Banyai,DEM,103,0,387,241,82,710,38.9
Representative in Congress District 19,Cindy Lyn Banyai,DEM,135,0,637,265,93,995,42.7
Representative in Congress District 19,Cindy Lyn Banyai,DEM,139,0,195,123,40,358,48.8
Representative in Congress District 19,Cindy Lyn Banyai,DEM,141,-,-,-,-,1068,35.0
Representative in Congress District 19,Cindy Lyn Banyai,DEM,142,0,265,99,75,439,30.2
Representative in Congress District 19,Cindy Lyn Banyai,DEM,155,-,-,-,-,1550,35.9
Representative in Congress District 19,Cindy Lyn Banyai,DEM,156,0,1025,715,288,2028,52.9
Representative in Congress District 19,Cindy Lyn Banyai,DEM,159,0,407,140,51,598,26.7
Representative in Congress District 19,Cindy Lyn Banyai,DEM,189,-,-,-,-,99,35.7
Representative in Congress District 19,Cindy Lyn Banyai,DEM,190,0,588,218,56,862,26.3
Representative in Congress District 19,Cindy Lyn Banyai,DEM,193,-,-,-,-,1413,26.3
Representative in Congress District 19,Cindy Lyn Banyai,DEM,194,-,-,-,-,834,24.2
Representative in Congress District 19,Cindy Lyn Banyai,DEM,202,0,1479,453,144,2076,37.0
Representative in Congress District 19,Cindy Lyn Banyai,DEM,203,0,948,324,65,1337,29.8
Representative in Congress District 19,Cindy Lyn Banyai,DEM,204,0,867,336,70,1273,36.1
Representative in Congress District 19,Cindy Lyn Banyai,DEM,222,0,1031,169,61,1261,32.0
Representative in Congress District 19,Cindy Lyn Banyai,DEM,223,0,1638,489,179,2306,36.5
Representative in Congress District 19,Cindy Lyn Banyai,DEM,251,-,-,-,-,2106,40.4
Representative in Congress District 19,Cindy Lyn Banyai,DEM,252,-,-,-,-,699,28.9
Representative in Congress District 19,Cindy Lyn Banyai,DEM,255,0,1486,244,62,1792,33.8
Representative in Congress District 19,Cindy Lyn Banyai,DEM,257,0,663,260,53,976,32.7
Representative in Congress District 19,Cindy Lyn Banyai,DEM,258,0,817,287,72,1176,35.9
Representative in Congress District 19,Cindy Lyn Banyai,DEM,414,0,788,326,135,1249,40.9
Representative in Congress District 19,Cindy Lyn Banyai,DEM,418,-,-,-,-,1848,36.7
Representative in Congress District 19,Cindy Lyn Banyai,DEM,428,-,-,-,-,680,34.4
Representative in Congress District 19,Cindy Lyn Banyai,DEM,430,-,-,-,-,539,41.5
Representative in Congress District 19,Cindy Lyn Banyai,DEM,434,0,1039,526,206,1771,41.2
Representative in Congress District 19,Cindy Lyn Banyai,DEM,450,-,-,-,-,57,53.3
Representative in Congress District 19,Cindy Lyn Banyai,DEM,462,0,671,139,47,857,26.9
Representative in Congress District 19,Cindy Lyn Banyai,DEM,464,0,795,282,54,1131,30.7
Representative in Congress District 19,Cindy Lyn Banyai,DEM,472,0,128,110,57,295,46.0
Representative in Congress District 19,Cindy Lyn Banyai,DEM,475,-,-,-,-,236,23.1
Representative in Congress District 19,Cindy Lyn Banyai,DEM,477,0,772,277,62,1111,29.1
Representative in Congress District 19,Cindy Lyn Banyai,DEM,479,0,356,156,61,573,31.8
Representative in Congress District 19,WRITE-IN,NON,101,-,-,-,-,1,0.1
Representative in Congress District 19,WRITE-IN,NON,103,-,-,-,-,2,0.1
Representative in Congress District 19,WRITE-IN,NON,135,-,-,-,-,2,0.1
Representative in Congress District 19,WRITE-IN,NON,139,-,-,-,-,1,0.1
Representative in Congress District 19,WRITE-IN,NON,141,-,-,-,-,1,0.0
Representative in Congress District 19,WRITE-IN,NON,142,0,0,0,0,0,0.0
Representative in Congress District 19,WRITE-IN,NON,155,-,-,-,-,3,0.1
Representative in Congress District 19,WRITE-IN,NON,156,-,-,-,-,4,0.1
Representative in Congress District 19,WRITE-IN,NON,159,0,0,0,0,0,0.0
Representative in Congress District 19,WRITE-IN,NON,189,0,0,0,0,0,0.0
Representative in Congress District 19,WRITE-IN,NON,190,-,-,-,-,1,0.0
Representative in Congress District 19,WRITE-IN,NON,193,-,-,-,-,2,0.0
Representative in Congress District 19,WRITE-IN,NON,194,-,-,-,-,3,0.1
Representative in Congress District 19,WRITE-IN,NON,202,-,-,-,-,3,0.1
Representative in Congress District 19,WRITE-IN,NON,203,-,-,-,-,3,0.1
Representative in Congress District 19,WRITE-IN,NON,204,-,-,-,-,2,0.1
Representative in Congress District 19,WRITE-IN,NON,222,-,-,-,-,2,0.1
Representative in Congress District 19,WRITE-IN,NON,223,-,-,-,-,2,0.0
Representative in Congress District 19,WRITE-IN,NON,251,-,-,-,-,4,0.1
Representative in Congress District 19,WRITE-IN,NON,252,-,-,-,-,2,0.1
Representative in Congress District 19,WRITE-IN,NON,255,-,-,-,-,3,0.1
Representative in Congress District 19,WRITE-IN,NON,257,-,-,-,-,3,0.1
Representative in Congress District 19,WRITE-IN,NON,258,-,-,-,-,1,0.0
Representative in Congress District 19,WRITE-IN,NON,414,-,-,-,-,2,0.1
Representative in Congress District 19,WRITE-IN,NON,418,-,-,-,-,4,0.1
Representative in Congress District 19,WRITE-IN,NON,428,-,-,-,-,2,0.1
Representative in Congress District 19,WRITE-IN,NON,430,0,0,0,0,0,0.0
Representative in Congress District 19,WRITE-IN,NON,434,-,-,-,-,1,0.0
Representative in Congress District 19,WRITE-IN,NON,450,0,0,0,0,0,0.0
Representative in Congress District 19,WRITE-IN,NON,462,0,0,0,0,0,0.0
Representative in Congress District 19,WRITE-IN,NON,464,-,-,-,-,3,0.1
Representative in Congress District 19,WRITE-IN,NON,472,0,0,0,0,0,0.0
Representative in Congress District 19,WRITE-IN,NON,475,0,0,0,0,0,0.0
Representative in Congress District 19,WRITE-IN,NON,477,-,-,-,-,3,0.1
Representative in Congress District 19,WRITE-IN,NON,479,0,0,0,0,0,0.0
State Representative District 80,Lauren Uhlich Melo,REP,203,-,-,-,-,328,80.8
State Representative District 80,Lauren Uhlich Melo,REP,204,-,-,-,-,2277,65.1
State Representative District 80,Lauren Uhlich Melo,REP,242,0,437,404,280,1121,68.2
State Representative District 80,Lauren Uhlich Melo,REP,303,-,-,-,-,3217,72.7
State Representative District 80,Lauren Uhlich Melo,REP,304,-,-,-,-,2075,71.5
State Representative District 80,Lauren Uhlich Melo,REP,310,-,-,-,-,3418,66.1
State Representative District 80,Lauren Uhlich Melo,REP,313,-,-,-,-,2649,64.7
State Representative District 80,Lauren Uhlich Melo,REP,315,-,-,-,-,1466,64.7
State Representative District 80,Lauren Uhlich Melo,REP,317,0,1043,731,228,2002,67.6
State Representative District 80,Lauren Uhlich Melo,REP,322,-,-,-,-,2348,73.2
State Representative District 80,Lauren Uhlich Melo,REP,324,0,157,226,79,462,63.5
State Representative District 80,Lauren Uhlich Melo,REP,332,-,-,-,-,2025,58.1
State Representative District 80,Lauren Uhlich Melo,REP,428,0,263,260,86,609,66.5
State Representative District 80,Lauren Uhlich Melo,REP,430,0,442,394,111,947,63.5
State Representative District 80,Lauren Uhlich Melo,REP,431,-,-,-,-,994,60.2
State Representative District 80,Lauren Uhlich Melo,REP,438,-,-,-,-,1386,64.9
State Representative District 80,Lauren Uhlich Melo,REP,440,0,829,921,400,2150,64.3
State Representative District 80,Lauren Uhlich Melo,REP,551,0,1421,1717,554,3692,69.7
State Representative District 80,Lauren Uhlich Melo,REP,552,0,943,1661,767,3371,69.9
State Representative District 80,Lauren Uhlich Melo,REP,554,-,-,-,-,5,55.6
State Representative District 80,Lauren Uhlich Melo,REP,590,-,-,-,-,4468,67.4
State Representative District 80,Lauren Uhlich Melo,REP,591,-,-,-,-,3277,62.7
State Representative District 80,Lauren Uhlich Melo,REP,593,-,-,-,-,2296,70.2
State Representative District 80,Lauren Uhlich Melo,REP,594,-,-,-,-,843,23.1
State Representative District 80,Laura Novosad,DEM,203,-,-,-,-,78,19.2
State Representative District 80,Laura Novosad,DEM,204,0,833,321,68,1222,34.9
State Representative District 80,Laura Novosad,DEM,242,0,341,119,62,522,31.8
State Representative District 80,Laura Novosad,DEM,303,-,-,-,-,1207,27.3
State Representative District 80,Laura Novosad,DEM,304,-,-,-,-,829,28.5
State Representative District 80,Laura Novosad,DEM,310,0,1230,421,103,1754,33.9
State Representative District 80,Laura Novosad,DEM,313,0,802,490,155,1447,35.3
State Representative District 80,Laura Novosad,DEM,315,-,-,-,-,799,35.3
State Representative District 80,Laura Novosad,DEM,317,0,742,181,37,960,32.4
State Representative District 80,Laura Novosad,DEM,322,0,495,274,90,859,26.8
State Representative District 80,Laura Novosad,DEM,324,-,-,-,-,266,36.5
State Representative District 80,Laura Novosad,DEM,332,-,-,-,-,1461,41.9
State Representative District 80,Laura Novosad,DEM,428,0,188,86,33,307,33.5
State Representative District 80,Laura Novosad,DEM,430,0,338,162,45,545,36.5
State Representative District 80,Laura Novosad,DEM,431,0,420,161,76,657,39.8
State Representative District 80,Laura Novosad,DEM,438,0,521,184,43,748,35.1
State Representative District 80,Laura Novosad,DEM,440,0,751,350,95,1196,35.7
State Representative District 80,Laura Novosad,DEM,551,0,998,480,124,1602,30.3
State Representative District 80,Laura Novosad,DEM,552,0,746,508,196,1450,30.1
State Representative District 80,Laura Novosad,DEM,554,-,-,-,-,4,44.4
State Representative District 80,Laura Novosad,DEM,590,0,1254,675,230,2159,32.6
State Representative District 80,Laura Novosad,DEM,591,-,-,-,-,1946,37.3
State Representative District 80,Laura Novosad,DEM,593,0,470,312,194,976,29.8
State Representative District 80,Laura Novosad,DEM,594,-,-,-,-,2803,76.9
State Representative District 105,David Borrero,REP,101,-,-,-,-,1947,63.3
State Representative District 105,David Borrero,REP,102,-,-,-,-,66,75.0
State Representative District 105,David Borrero,REP,144,-,-,-,-,1096,66.0
State Representative District 105,David Borrero,REP,155,0,1312,1032,329,2673,63.7
State Representative District 105,David Borrero,REP,156,-,-,-,-,372,26.3
State Representative District 105,David Borrero,REP,323,-,-,-,-,1801,44.3
State Representative District 105,David Borrero,REP,324,-,-,-,-,1585,50.2
State Representative District 105,David Borrero,REP,332,0,52,91,40,183,52.7
State Representative District 105,David Borrero,REP,502,-,-,-,-,24,52.2
State Representative District 105,David Borrero,REP,550,0,310,541,220,1071,71.1
State Representative District 105,David Borrero,REP,554,-,-,-,-,2334,66.2
State Representative District 105,Maureen Porras,DEM,101,-,-,-,-,1127,36.7
State Representative District 105,Maureen Porras,DEM,102,-,-,-,-,22,25.0
State Representative District 105,Maureen Porras,DEM,144,0,340,170,55,565,34.0
State Representative District 105,Maureen Porras,DEM,155,-,-,-,-,1526,36.3
State Representative District 105,Maureen Porras,DEM,156,-,-,-,-,1041,73.7
State Representative District 105,Maureen Porras,DEM,323,-,-,-,-,2265,55.7
State Representative District 105,Maureen Porras,DEM,324,0,724,662,186,1572,49.8
State Representative District 105,Maureen Porras,DEM,332,0,55,76,33,164,47.3
State Representative District 105,Maureen Porras,DEM,502,-,-,-,-,22,47.8
State Representative District 105,Maureen Porras,DEM,550,0,249,145,41,435,28.9
State Representative District 105,Maureen Porras,DEM,554,0,630,379,184,1193,33.8
State Representative District 106,Bob Rommel,REP,101,-,-,-,-,799,64.7
State Representative District 106,Bob Rommel,REP,102,0,0,0,0,0,0.0
State Representative District 106,Bob Rommel,REP,103,-,-,-,-,1111,61.1
State Representative District 106,Bob Rommel,REP,135,0,1018,933,368,2319,57.8
State Representative District 106,Bob Rommel,REP,139,0,560,480,305,1345,58.7
State Representative District 106,Bob Rommel,REP,141,-,-,-,-,1948,64.3
State Representative District 106,Bob Rommel,REP,142,-,-,-,-,995,68.8
State Representative District 106,Bob Rommel,REP,144,-,-,-,-,1563,64.8
State Representative District 106,Bob Rommel,REP,155,-,-,-,-,1431,67.2
State Representative District 106,Bob Rommel,REP,156,-,-,-,-,1434,59.7
State Representative District 106,Bob Rommel,REP,159,0,611,630,430,1671,74.7
State Representative District 106,Bob Rommel,REP,189,0,53,40,86,179,65.3
State Representative District 106,Bob Rommel,REP,190,-,-,-,-,2406,73.7
State Representative District 106,Bob Rommel,REP,193,-,-,-,-,3933,73.7
State Representative District 106,Bob Rommel,REP,194,0,1236,1126,230,2592,75.6
State Representative District 106,Bob Rommel,REP,202,-,-,-,-,3494,63.2
State Representative District 106,Bob Rommel,REP,203,-,-,-,-,2774,68.8
State Representative District 106,Bob Rommel,REP,222,-,-,-,-,2655,68.2
State Representative District 106,Bob Rommel,REP,223,-,-,-,-,3951,63.2
State Representative District 106,Bob Rommel,REP,251,-,-,-,-,3080,59.6
State Representative District 106,Bob Rommel,REP,252,0,859,581,267,1707,71.5
State Representative District 106,Bob Rommel,REP,255,-,-,-,-,3491,66.3
State Representative District 106,Bob Rommel,REP,257,-,-,-,-,1982,67.1
State Representative District 106,Bob Rommel,REP,258,0,916,862,279,2057,63.5
State Representative District 106,Bob Rommel,REP,332,0,570,490,73,1133,66.2
State Representative District 106,Bob Rommel,REP,414,-,-,-,-,1774,59.0
State Representative District 106,Bob Rommel,REP,418,0,1494,1258,415,3167,63.5
State Representative District 106,Bob Rommel,REP,428,-,-,-,-,1271,65.0
State Representative District 106,Bob Rommel,REP,430,-,-,-,-,739,57.5
State Representative District 106,Bob Rommel,REP,434,-,-,-,-,2490,58.6
State Representative District 106,Bob Rommel,REP,450,-,-,-,-,47,45.2
State Representative District 106,Bob Rommel,REP,462,-,-,-,-,2313,73.4
State Representative District 106,Bob Rommel,REP,464,-,-,-,-,2532,69.4
State Representative District 106,Bob Rommel,REP,472,0,120,162,61,343,53.7
State Representative District 106,Bob Rommel,REP,475,-,-,-,-,773,76.5
State Representative District 106,Bob Rommel,REP,477,0,1238,1161,289,2688,71.1
State Representative District 106,Bob Rommel,REP,479,0,541,455,211,1207,67.7
State Representative District 106,Bob Rommel,REP,502,-,-,-,-,392,77.9
State Representative District 106,Sara McFadden,DEM,101,-,-,-,-,435,35.3
State Representative District 106,Sara McFadden,DEM,102,0,0,0,0,0,0.0
State Representative District 106,Sara McFadden,DEM,103,0,374,242,92,708,38.9
State Representative District 106,Sara McFadden,DEM,135,0,1123,422,151,1696,42.2
State Representative District 106,Sara McFadden,DEM,139,0,590,256,101,947,41.3
State Representative District 106,Sara McFadden,DEM,141,-,-,-,-,1081,35.7
State Representative District 106,Sara McFadden,DEM,142,0,271,97,83,451,31.2
State Representative District 106,Sara McFadden,DEM,144,0,571,202,77,850,35.2
State Representative District 106,Sara McFadden,DEM,155,-,-,-,-,700,32.8
State Representative District 106,Sara McFadden,DEM,156,0,637,259,71,967,40.3
State Representative District 106,Sara McFadden,DEM,159,0,386,135,46,567,25.3
State Representative District 106,Sara McFadden,DEM,189,-,-,-,-,95,34.7
State Representative District 106,Sara McFadden,DEM,190,0,582,219,57,858,26.3
State Representative District 106,Sara McFadden,DEM,193,-,-,-,-,1402,26.3
State Representative District 106,Sara McFadden,DEM,194,0,583,222,33,838,24.4
State Representative District 106,Sara McFadden,DEM,202,0,1434,450,153,2037,36.8
State Representative District 106,Sara McFadden,DEM,203,0,867,326,65,1258,31.2
State Representative District 106,Sara McFadden,DEM,222,0,1014,164,60,1238,31.8
State Representative District 106,Sara McFadden,DEM,223,0,1616,486,194,2296,36.8
State Representative District 106,Sara McFadden,DEM,251,-,-,-,-,2085,40.4
State Representative District 106,Sara McFadden,DEM,252,-,-,-,-,682,28.5
State Representative District 106,Sara McFadden,DEM,255,0,1468,245,64,1777,33.7
State Representative District 106,Sara McFadden,DEM,257,0,646,267,61,974,32.9
State Representative District 106,Sara McFadden,DEM,258,0,801,302,78,1181,36.5
State Representative District 106,Sara McFadden,DEM,332,-,-,-,-,579,33.8
State Representative District 106,Sara McFadden,DEM,414,0,775,324,133,1232,41.0
State Representative District 106,Sara McFadden,DEM,418,-,-,-,-,1819,36.5
State Representative District 106,Sara McFadden,DEM,428,-,-,-,-,684,35.0
State Representative District 106,Sara McFadden,DEM,430,0,303,166,77,546,42.5
State Representative District 106,Sara McFadden,DEM,434,0,1016,531,211,1758,41.4
State Representative District 106,Sara McFadden,DEM,450,-,-,-,-,57,54.8
State Representative District 106,Sara McFadden,DEM,462,0,661,133,45,839,26.6
State Representative District 106,Sara McFadden,DEM,464,0,786,279,49,1114,30.6
State Representative District 106,Sara McFadden,DEM,472,0,122,116,58,296,46.3
State Representative District 106,Sara McFadden,DEM,475,-,-,-,-,238,23.5
State Representative District 106,Sara McFadden,DEM,477,0,754,269,68,1091,28.9
State Representative District 106,Sara McFadden,DEM,479,0,351,163,62,576,32.3
State Representative District 106,Sara McFadden,DEM,502,-,-,-,-,111,22.1
Board of County Commissioners District 1,Rick LoCastro,REP,101,-,-,-,-,2809,66.0
Board of County Commissioners District 1,Rick LoCastro,REP,102,-,-,-,-,67,77.0
Board of County Commissioners District 1,Rick LoCastro,REP,103,0,535,460,173,1168,64.8
Board of County Commissioners District 1,Rick LoCastro,REP,135,0,1082,958,389,2429,60.9
Board of County Commissioners District 1,Rick LoCastro,REP,139,0,608,496,317,1421,62.6
Board of County Commissioners District 1,Rick LoCastro,REP,141,-,-,-,-,2055,68.3
Board of County Commissioners District 1,Rick LoCastro,REP,142,-,-,-,-,1056,73.5
