Contest,Candidate Issue,Party,Precinct Name,Mail Votes,Election Day Votes,Total Votes,% of Total Votes
Retention of District Court of Appeal Judge Clay Roberts,No,,PCT 28,-,-,461,29.49
Retention of District Court of Appeal Judge Clay Roberts,No,,PCT 29,211,383,594,28.57
Retention of District Court of Appeal Judge Clay Roberts,No,,PCT 30,100,166,266,28.00
Retention of District Court of Appeal Judge Clay Roberts,No,,PCT 31,356,495,851,27.82
Retention of District Court of Appeal Judge Clay Roberts,No,,PCT 32,-,-,460,39.59
Retention of District Court of Appeal Judge Clay Roberts,No,,PCT 33,165,298,463,36.60
Retention of District Court of Appeal Judge Clay Roberts,No,,PCT 34,74,146,220,24.47
Retention of District Court of Appeal Judge Clay Roberts,No,,PCT 35,185,343,528,30.36
Retention of District Court of Appeal Judge Clay Roberts,No,,PCT 36,76,135,211,32.46
Retention of District Court of Appeal Judge Clay Roberts,No,,PCT 37,232,431,663,29.22
Retention of District Court of Appeal Judge Clay Roberts,No,,PCT 38,-,-,329,26.75
Retention of District Court of Appeal Judge Clay Roberts,No,,PCT 39,-,-,786,27.67
Retention of District Court of Appeal Judge Clay Roberts,No,,PCT 40,138,309,447,29.70
Retention of District Court of Appeal Judge Clay Roberts,No,,PCT 41,-,-,526,28.23
Retention of District Court of Appeal Judge Clay Roberts,No,,PCT 42,127,153,280,25.52
Retention of District Court of Appeal Judge Clay Roberts,No,,PCT 43,127,249,376,27.93
Retention of District Court of Appeal Judge Clay Roberts,No,,PCT 44,-,-,178,21.95
Retention of District Court of Appeal Judge Clay Roberts,OVER VOTES,,PCT 1,-,-,1,0.06
Retention of District Court of Appeal Judge Clay Roberts,OVER VOTES,,PCT 2,0,0,0,0.00
Retention of District Court of Appeal Judge Clay Roberts,OVER VOTES,,PCT 3,0,0,0,0.00
Retention of District Court of Appeal Judge Clay Roberts,OVER VOTES,,PCT 4,-,-,1,0.04
Retention of District Court of Appeal Judge Clay Roberts,OVER VOTES,,PCT 5,0,0,0,0.00
Retention of District Court of Appeal Judge Clay Roberts,OVER VOTES,,PCT 6,-,-,2,0.06
Retention of District Court of Appeal Judge Clay Roberts,OVER VOTES,,PCT 7,0,0,0,0.00
Retention of District Court of Appeal Judge Clay Roberts,OVER VOTES,,PCT 8,-,-,1,0.03
Retention of District Court of Appeal Judge Clay Roberts,OVER VOTES,,PCT 9,-,-,1,0.03
Retention of District Court of Appeal Judge Clay Roberts,OVER VOTES,,PCT 10,0,0,0,0.00
Retention of District Court of Appeal Judge Clay Roberts,OVER VOTES,,PCT 11,-,-,4,0.09
Retention of District Court of Appeal Judge Clay Roberts,OVER VOTES,,PCT 12,-,-,2,0.05
Retention of District Court of Appeal Judge Clay Roberts,OVER VOTES,,PCT 13,-,-,3,0.13
Retention of District Court of Appeal Judge Clay Roberts,OVER VOTES,,PCT 14,0,0,0,0.00
Retention of District Court of Appeal Judge Clay Roberts,OVER VOTES,,PCT 15,-,-,2,0.07
Retention of District Court of Appeal Judge Clay Roberts,OVER VOTES,,PCT 16,0,0,0,0.00
Retention of District Court of Appeal Judge Clay Roberts,OVER VOTES,,PCT 17,-,-,3,0.09
Retention of District Court of Appeal Judge Clay Roberts,OVER VOTES,,PCT 18,0,0,0,0.00
Retention of District Court of Appeal Judge Clay Roberts,OVER VOTES,,PCT 19,-,-,2,0.13
Retention of District Court of Appeal Judge Clay Roberts,OVER VOTES,,PCT 20,0,0,0,0.00
Retention of District Court of Appeal Judge Clay Roberts,OVER VOTES,,PCT 21,-,-,3,0.08
Retention of District Court of Appeal Judge Clay Roberts,OVER VOTES,,PCT 22,-,-,2,0.06
Retention of District Court of Appeal Judge Clay Roberts,OVER VOTES,,PCT 23,-,-,5,0.13
Retention of District Court of Appeal Judge Clay Roberts,OVER VOTES,,PCT 24,-,-,1,0.08
Retention of District Court of Appeal Judge Clay Roberts,OVER VOTES,,PCT 25,-,-,1,0.05
Retention of District Court of Appeal Judge Clay Roberts,OVER VOTES,,PCT 26,-,-,3,0.14
Retention of District Court of Appeal Judge Clay Roberts,OVER VOTES,,PCT 27,-,-,2,0.08
Retention of District Court of Appeal Judge Clay Roberts,OVER VOTES,,PCT 28,-,-,3,0.19
Retention of District Court of Appeal Judge Clay Roberts,OVER VOTES,,PCT 29,-,-,1,0.05
Retention of District Court of Appeal Judge Clay Roberts,OVER VOTES,,PCT 30,-,-,2,0.21
Retention of District Court of Appeal Judge Clay Roberts,OVER VOTES,,PCT 31,-,-,2,0.07
Retention of District Court of Appeal Judge Clay Roberts,OVER VOTES,,PCT 32,0,0,0,0.00
Retention of District Court of Appeal Judge Clay Roberts,OVER VOTES,,PCT 33,0,0,0,0.00
Retention of District Court of Appeal Judge Clay Roberts,OVER VOTES,,PCT 34,0,0,0,0.00
Retention of District Court of Appeal Judge Clay Roberts,OVER VOTES,,PCT 35,-,-,2,0.12
Retention of District Court of Appeal Judge Clay Roberts,OVER VOTES,,PCT 36,0,0,0,0.00
Retention of District Court of Appeal Judge Clay Roberts,OVER VOTES,,PCT 37,-,-,1,0.04
Retention of District Court of Appeal Judge Clay Roberts,OVER VOTES,,PCT 38,0,0,0,0.00
Retention of District Court of Appeal Judge Clay Roberts,OVER VOTES,,PCT 39,-,-,2,0.07
Retention of District Court of Appeal Judge Clay Roberts,OVER VOTES,,PCT 40,-,-,1,0.07
Retention of District Court of Appeal Judge Clay Roberts,OVER VOTES,,PCT 41,0,0,0,0.00
Retention of District Court of Appeal Judge Clay Roberts,OVER VOTES,,PCT 42,0,0,0,0.00
Retention of District Court of Appeal Judge Clay Roberts,OVER VOTES,,PCT 43,0,0,0,0.00
Retention of District Court of Appeal Judge Clay Roberts,OVER VOTES,,PCT 44,-,-,1,0.12
Retention of District Court of Appeal Judge Clay Roberts,UNDER VOTES,,PCT 1,-,-,170,10.82
Retention of District Court of Appeal Judge Clay Roberts,UNDER VOTES,,PCT 2,-,-,109,10.88
Retention of District Court of Appeal Judge Clay Roberts,UNDER VOTES,,PCT 3,-,-,61,10.50
Retention of District Court of Appeal Judge Clay Roberts,UNDER VOTES,,PCT 4,-,-,280,11.05
Retention of District Court of Appeal Judge Clay Roberts,UNDER VOTES,,PCT 5,63,243,306,11.60
Retention of District Court of Appeal Judge Clay Roberts,UNDER VOTES,,PCT 6,-,-,383,11.47
Retention of District Court of Appeal Judge Clay Roberts,UNDER VOTES,,PCT 7,-,-,62,12.97
Retention of District Court of Appeal Judge Clay Roberts,UNDER VOTES,,PCT 8,-,-,530,18.37
Retention of District Court of Appeal Judge Clay Roberts,UNDER VOTES,,PCT 9,-,-,497,16.96
Retention of District Court of Appeal Judge Clay Roberts,UNDER VOTES,,PCT 10,-,-,656,16.79
Retention of District Court of Appeal Judge Clay Roberts,UNDER VOTES,,PCT 11,-,-,850,18.28
Retention of District Court of Appeal Judge Clay Roberts,UNDER VOTES,,PCT 12,-,-,720,17.37
Retention of District Court of Appeal Judge Clay Roberts,UNDER VOTES,,PCT 13,-,-,362,15.98
Retention of District Court of Appeal Judge Clay Roberts,UNDER VOTES,,PCT 14,-,-,487,13.81
Retention of District Court of Appeal Judge Clay Roberts,UNDER VOTES,,PCT 15,-,-,472,17.38
Retention of District Court of Appeal Judge Clay Roberts,UNDER VOTES,,PCT 16,53,114,167,12.20
Retention of District Court of Appeal Judge Clay Roberts,UNDER VOTES,,PCT 17,-,-,370,11.13
Retention of District Court of Appeal Judge Clay Roberts,UNDER VOTES,,PCT 18,-,-,264,13.10
Retention of District Court of Appeal Judge Clay Roberts,UNDER VOTES,,PCT 19,72,123,195,12.73
Retention of District Court of Appeal Judge Clay Roberts,UNDER VOTES,,PCT 20,-,-,191,13.39
Retention of District Court of Appeal Judge Clay Roberts,UNDER VOTES,,PCT 21,-,-,455,12.70
Retention of District Court of Appeal Judge Clay Roberts,UNDER VOTES,,PCT 22,-,-,389,12.05
Retention of District Court of Appeal Judge Clay Roberts,UNDER VOTES,,PCT 23,-,-,488,13.04
Retention of District Court of Appeal Judge Clay Roberts,UNDER VOTES,,PCT 24,-,-,193,14.85
Retention of District Court of Appeal Judge Clay Roberts,UNDER VOTES,,PCT 25,-,-,243,13.27
Retention of District Court of Appeal Judge Clay Roberts,UNDER VOTES,,PCT 26,-,-,289,13.35
Retention of District Court of Appeal Judge Clay Roberts,UNDER VOTES,,PCT 27,-,-,289,11.59
Retention of District Court of Appeal Judge Clay Roberts,UNDER VOTES,,PCT 28,-,-,204,13.05
Retention of District Court of Appeal Judge Clay Roberts,UNDER VOTES,,PCT 29,-,-,255,12.27
Retention of District Court of Appeal Judge Clay Roberts,UNDER VOTES,,PCT 30,-,-,116,12.21
Retention of District Court of Appeal Judge Clay Roberts,UNDER VOTES,,PCT 31,-,-,511,16.70
Retention of District Court of Appeal Judge Clay Roberts,UNDER VOTES,,PCT 32,-,-,124,10.67
Retention of District Court of Appeal Judge Clay Roberts,UNDER VOTES,,PCT 33,58,94,152,12.02
Retention of District Court of Appeal Judge Clay Roberts,UNDER VOTES,,PCT 34,45,89,134,14.91
Retention of District Court of Appeal Judge Clay Roberts,UNDER VOTES,,PCT 35,105,158,263,15.12
Retention of District Court of Appeal Judge Clay Roberts,UNDER VOTES,,PCT 36,-,-,86,13.23
Retention of District Court of Appeal Judge Clay Roberts,UNDER VOTES,,PCT 37,-,-,233,10.27
Retention of District Court of Appeal Judge Clay Roberts,UNDER VOTES,,PCT 38,52,103,155,12.60
Retention of District Court of Appeal Judge Clay Roberts,UNDER VOTES,,PCT 39,-,-,340,11.97
Retention of District Court of Appeal Judge Clay Roberts,UNDER VOTES,,PCT 40,-,-,176,11.69
Retention of District Court of Appeal Judge Clay Roberts,UNDER VOTES,,PCT 41,-,-,198,10.63
Retention of District Court of Appeal Judge Clay Roberts,UNDER VOTES,,PCT 42,-,-,169,15.41
Retention of District Court of Appeal Judge Clay Roberts,UNDER VOTES,,PCT 43,-,-,170,12.63
Retention of District Court of Appeal Judge Clay Roberts,UNDER VOTES,,PCT 44,-,-,140,17.26
Retention of District Court of Appeal Judge Adam S. Tanenbaum,Yes,,PCT 1,-,-,1015,64.61
Retention of District Court of Appeal Judge Adam S. Tanenbaum,Yes,,PCT 2,-,-,627,62.57
Retention of District Court of Appeal Judge Adam S. Tanenbaum,Yes,,PCT 3,-,-,364,62.65
Retention of District Court of Appeal Judge Adam S. Tanenbaum,Yes,,PCT 4,-,-,1558,61.51
Retention of District Court of Appeal Judge Adam S. Tanenbaum,Yes,,PCT 5,301,1329,1630,61.77
Retention of District Court of Appeal Judge Adam S. Tanenbaum,Yes,,PCT 6,-,-,2083,62.38
Retention of District Court of Appeal Judge Adam S. Tanenbaum,Yes,,PCT 7,55,214,269,56.28
Retention of District Court of Appeal Judge Adam S. Tanenbaum,Yes,,PCT 8,-,-,1727,59.86
Retention of District Court of Appeal Judge Adam S. Tanenbaum,Yes,,PCT 9,-,-,1785,60.92
Retention of District Court of Appeal Judge Adam S. Tanenbaum,Yes,,PCT 10,-,-,2353,60.23
Retention of District Court of Appeal Judge Adam S. Tanenbaum,Yes,,PCT 11,-,-,2814,60.50
Retention of District Court of Appeal Judge Adam S. Tanenbaum,Yes,,PCT 12,-,-,2503,60.40
Retention of District Court of Appeal Judge Adam S. Tanenbaum,Yes,,PCT 13,-,-,1389,61.30
Retention of District Court of Appeal Judge Adam S. Tanenbaum,Yes,,PCT 14,-,-,2175,61.68
Retention of District Court of Appeal Judge Adam S. Tanenbaum,Yes,,PCT 15,-,-,1696,62.47
Retention of District Court of Appeal Judge Adam S. Tanenbaum,Yes,,PCT 16,-,-,858,62.67
Retention of District Court of Appeal Judge Adam S. Tanenbaum,Yes,,PCT 17,-,-,2125,63.93
Retention of District Court of Appeal Judge Adam S. Tanenbaum,Yes,,PCT 18,-,-,1289,63.97
Retention of District Court of Appeal Judge Adam S. Tanenbaum,Yes,,PCT 19,-,-,859,56.07
Retention of District Court of Appeal Judge Adam S. Tanenbaum,Yes,,PCT 20,-,-,885,62.06
Retention of District Court of Appeal Judge Adam S. Tanenbaum,Yes,,PCT 21,-,-,2250,62.80
Retention of District Court of Appeal Judge Adam S. Tanenbaum,Yes,,PCT 22,-,-,1955,60.55
Retention of District Court of Appeal Judge Adam S. Tanenbaum,Yes,,PCT 23,-,-,2318,61.96
Retention of District Court of Appeal Judge Adam S. Tanenbaum,Yes,,PCT 24,-,-,808,62.15
Retention of District Court of Appeal Judge Adam S. Tanenbaum,Yes,,PCT 25,363,776,1139,62.21
Retention of District Court of Appeal Judge Adam S. Tanenbaum,Yes,,PCT 26,-,-,1324,61.15
Retention of District Court of Appeal Judge Adam S. Tanenbaum,Yes,,PCT 27,492,1038,1530,61.35
Retention of District Court of Appeal Judge Adam S. Tanenbaum,Yes,,PCT 28,-,-,898,57.45
Retention of District Court of Appeal Judge Adam S. Tanenbaum,Yes,,PCT 29,-,-,1225,58.92
Retention of District Court of Appeal Judge Adam S. Tanenbaum,Yes,,PCT 30,-,-,570,60.00
Retention of District Court of Appeal Judge Adam S. Tanenbaum,Yes,,PCT 31,-,-,1705,55.74
Retention of District Court of Appeal Judge Adam S. Tanenbaum,Yes,,PCT 32,204,320,524,45.09
Retention of District Court of Appeal Judge Adam S. Tanenbaum,Yes,,PCT 33,196,431,627,49.57
Retention of District Court of Appeal Judge Adam S. Tanenbaum,Yes,,PCT 34,-,-,542,60.29
Retention of District Court of Appeal Judge Adam S. Tanenbaum,Yes,,PCT 35,330,627,957,55.03
Retention of District Court of Appeal Judge Adam S. Tanenbaum,Yes,,PCT 36,-,-,357,54.92
Retention of District Court of Appeal Judge Adam S. Tanenbaum,Yes,,PCT 37,-,-,1389,61.22
Retention of District Court of Appeal Judge Adam S. Tanenbaum,Yes,,PCT 38,-,-,763,62.03
Retention of District Court of Appeal Judge Adam S. Tanenbaum,Yes,,PCT 39,-,-,1744,61.39
Retention of District Court of Appeal Judge Adam S. Tanenbaum,Yes,,PCT 40,-,-,847,56.28
Retention of District Court of Appeal Judge Adam S. Tanenbaum,Yes,,PCT 41,-,-,1125,60.39
Retention of District Court of Appeal Judge Adam S. Tanenbaum,Yes,,PCT 42,265,385,650,59.25
Retention of District Court of Appeal Judge Adam S. Tanenbaum,Yes,,PCT 43,-,-,812,60.33
Retention of District Court of Appeal Judge Adam S. Tanenbaum,Yes,,PCT 44,-,-,503,62.02
Retention of District Court of Appeal Judge Adam S. Tanenbaum,No,,PCT 1,-,-,392,24.95
Retention of District Court of Appeal Judge Adam S. Tanenbaum,No,,PCT 2,-,-,266,26.55
Retention of District Court of Appeal Judge Adam S. Tanenbaum,No,,PCT 3,32,127,159,27.37
Retention of District Court of Appeal Judge Adam S. Tanenbaum,No,,PCT 4,-,-,712,28.11
Retention of District Court of Appeal Judge Adam S. Tanenbaum,No,,PCT 5,182,531,713,27.02
Retention of District Court of Appeal Judge Adam S. Tanenbaum,No,,PCT 6,250,634,884,26.47
Retention of District Court of Appeal Judge Adam S. Tanenbaum,No,,PCT 7,53,93,146,30.54
Retention of District Court of Appeal Judge Adam S. Tanenbaum,No,,PCT 8,231,393,624,21.63
Retention of District Court of Appeal Judge Adam S. Tanenbaum,No,,PCT 9,225,417,642,21.91
Retention of District Court of Appeal Judge Adam S. Tanenbaum,No,,PCT 10,341,549,890,22.78
Retention of District Court of Appeal Judge Adam S. Tanenbaum,No,,PCT 11,-,-,997,21.44
Retention of District Court of Appeal Judge Adam S. Tanenbaum,No,,PCT 12,-,-,912,22.01
Retention of District Court of Appeal Judge Adam S. Tanenbaum,No,,PCT 13,162,351,513,22.64
Retention of District Court of Appeal Judge Adam S. Tanenbaum,No,,PCT 14,-,-,868,24.62
Retention of District Court of Appeal Judge Adam S. Tanenbaum,No,,PCT 15,189,356,545,20.07
Retention of District Court of Appeal Judge Adam S. Tanenbaum,No,,PCT 16,104,244,348,25.42
Retention of District Court of Appeal Judge Adam S. Tanenbaum,No,,PCT 17,288,550,838,25.21
Retention of District Court of Appeal Judge Adam S. Tanenbaum,No,,PCT 18,111,360,471,23.37
Retention of District Court of Appeal Judge Adam S. Tanenbaum,No,,PCT 19,183,300,483,31.53
Retention of District Court of Appeal Judge Adam S. Tanenbaum,No,,PCT 20,110,241,351,24.61
Retention of District Court of Appeal Judge Adam S. Tanenbaum,No,,PCT 21,277,601,878,24.50
Retention of District Court of Appeal Judge Adam S. Tanenbaum,No,,PCT 22,296,585,881,27.28
Retention of District Court of Appeal Judge Adam S. Tanenbaum,No,,PCT 23,-,-,931,24.89
Retention of District Court of Appeal Judge Adam S. Tanenbaum,No,,PCT 24,106,200,306,23.54
Retention of District Court of Appeal Judge Adam S. Tanenbaum,No,,PCT 25,186,268,454,24.80
Retention of District Court of Appeal Judge Adam S. Tanenbaum,No,,PCT 26,193,365,558,25.77
Retention of District Court of Appeal Judge Adam S. Tanenbaum,No,,PCT 27,-,-,680,27.27
Retention of District Court of Appeal Judge Adam S. Tanenbaum,No,,PCT 28,-,-,465,29.75
Retention of District Court of Appeal Judge Adam S. Tanenbaum,No,,PCT 29,234,372,606,29.15
Retention of District Court of Appeal Judge Adam S. Tanenbaum,No,,PCT 30,103,164,267,28.11
Retention of District Court of Appeal Judge Adam S. Tanenbaum,No,,PCT 31,-,-,849,27.75
Retention of District Court of Appeal Judge Adam S. Tanenbaum,No,,PCT 32,-,-,510,43.89
Retention of District Court of Appeal Judge Adam S. Tanenbaum,No,,PCT 33,-,-,495,39.13
Retention of District Court of Appeal Judge Adam S. Tanenbaum,No,,PCT 34,78,148,226,25.14
Retention of District Court of Appeal Judge Adam S. Tanenbaum,No,,PCT 35,196,321,517,29.73
Retention of District Court of Appeal Judge Adam S. Tanenbaum,No,,PCT 36,80,131,211,32.46
Retention of District Court of Appeal Judge Adam S. Tanenbaum,No,,PCT 37,245,424,669,29.48
Retention of District Court of Appeal Judge Adam S. Tanenbaum,No,,PCT 38,-,-,322,26.18
Retention of District Court of Appeal Judge Adam S. Tanenbaum,No,,PCT 39,251,508,759,26.72
Retention of District Court of Appeal Judge Adam S. Tanenbaum,No,,PCT 40,169,317,486,32.29
Retention of District Court of Appeal Judge Adam S. Tanenbaum,No,,PCT 41,-,-,554,29.74
Retention of District Court of Appeal Judge Adam S. Tanenbaum,No,,PCT 42,130,144,274,24.98
Retention of District Court of Appeal Judge Adam S. Tanenbaum,No,,PCT 43,126,240,366,27.19
Retention of District Court of Appeal Judge Adam S. Tanenbaum,No,,PCT 44,-,-,169,20.84
Retention of District Court of Appeal Judge Adam S. Tanenbaum,OVER VOTES,,PCT 1,0,0,0,0.00
Retention of District Court of Appeal Judge Adam S. Tanenbaum,OVER VOTES,,PCT 2,0,0,0,0.00
Retention of District Court of Appeal Judge Adam S. Tanenbaum,OVER VOTES,,PCT 3,0,0,0,0.00
Retention of District Court of Appeal Judge Adam S. Tanenbaum,OVER VOTES,,PCT 4,0,0,0,0.00
Retention of District Court of Appeal Judge Adam S. Tanenbaum,OVER VOTES,,PCT 5,0,0,0,0.00
Retention of District Court of Appeal Judge Adam S. Tanenbaum,OVER VOTES,,PCT 6,0,0,0,0.00
Retention of District Court of Appeal Judge Adam S. Tanenbaum,OVER VOTES,,PCT 7,-,-,1,0.21
Retention of District Court of Appeal Judge Adam S. Tanenbaum,OVER VOTES,,PCT 8,-,-,1,0.03
Retention of District Court of Appeal Judge Adam S. Tanenbaum,OVER VOTES,,PCT 9,0,0,0,0.00
Retention of District Court of Appeal Judge Adam S. Tanenbaum,OVER VOTES,,PCT 10,0,0,0,0.00
Retention of District Court of Appeal Judge Adam S. Tanenbaum,OVER VOTES,,PCT 11,-,-,1,0.02
Retention of District Court of Appeal Judge Adam S. Tanenbaum,OVER VOTES,,PCT 12,-,-,2,0.05
Retention of District Court of Appeal Judge Adam S. Tanenbaum,OVER VOTES,,PCT 13,0,0,0,0.00
Retention of District Court of Appeal Judge Adam S. Tanenbaum,OVER VOTES,,PCT 14,0,0,0,0.00
Retention of District Court of Appeal Judge Adam S. Tanenbaum,OVER VOTES,,PCT 15,0,0,0,0.00
Retention of District Court of Appeal Judge Adam S. Tanenbaum,OVER VOTES,,PCT 16,0,0,0,0.00
Retention of District Court of Appeal Judge Adam S. Tanenbaum,OVER VOTES,,PCT 17,0,0,0,0.00
Retention of District Court of Appeal Judge Adam S. Tanenbaum,OVER VOTES,,PCT 18,0,0,0,0.00
