Contest,Candidate Issue,Party,Precinct Name,Mail Votes,Early Votes,Election Day Votes,Total Votes,% of Total Votes
State Representative District 23,Stan McClain,REP,3640,210,547,336,1093,74.30
State Representative District 23,Stan McClain,REP,3650,199,604,309,1112,75.75
State Representative District 23,Stan McClain,REP,3660,228,514,398,1140,65.74
State Representative District 23,Stan McClain,REP,3670,512,977,373,1862,46.81
State Representative District 23,Stan McClain,REP,3680,132,303,142,577,48.73
State Representative District 23,Stan McClain,REP,3690,377,725,593,1695,57.59
State Representative District 23,Stan McClain,REP,3700,181,428,291,900,42.74
State Representative District 23,Stan McClain,REP,3710,424,901,488,1813,60.09
State Representative District 23,Stan McClain,REP,3720,143,333,126,602,71.92
State Representative District 23,Stan McClain,REP,3721,-,-,-,50,49.50
State Representative District 23,Stan McClain,REP,3730,195,680,363,1238,69.05
State Representative District 23,Stan McClain,REP,3760,279,496,308,1083,69.78
State Representative District 23,Stan McClain,REP,3770,220,628,340,1188,74.06
State Representative District 23,Stan McClain,REP,3780,531,981,727,2239,73.39
State Representative District 23,Stan McClain,REP,3790,83,303,103,489,77.99
State Representative District 23,Stan McClain,REP,3800,209,481,324,1014,63.26
State Representative District 23,Stan McClain,REP,3810,246,401,379,1026,64.29
State Representative District 23,Stan McClain,REP,3820,262,279,308,849,67.81
State Representative District 23,Stan McClain,REP,3830,172,191,290,653,67.67
State Representative District 23,Stan McClain,REP,3840,350,605,363,1318,71.75
State Representative District 23,Cynthia Dela Rosa,DEM,0001,155,74,75,304,35.68
State Representative District 23,Cynthia Dela Rosa,DEM,0003,368,230,176,774,39.49
State Representative District 23,Cynthia Dela Rosa,DEM,0004,751,398,299,1448,43.75
State Representative District 23,Cynthia Dela Rosa,DEM,0005,238,160,73,471,28.77
State Representative District 23,Cynthia Dela Rosa,DEM,0006,458,206,121,785,38.20
State Representative District 23,Cynthia Dela Rosa,DEM,0012,310,253,158,721,38.58
State Representative District 23,Cynthia Dela Rosa,DEM,0013,-,-,-,108,31.67
State Representative District 23,Cynthia Dela Rosa,DEM,0014,556,230,123,909,29.79
State Representative District 23,Cynthia Dela Rosa,DEM,0015,341,171,86,598,32.17
State Representative District 23,Cynthia Dela Rosa,DEM,0016,251,127,100,478,28.50
State Representative District 23,Cynthia Dela Rosa,DEM,0017,222,122,74,418,31.05
State Representative District 23,Cynthia Dela Rosa,DEM,0040,364,278,156,798,32.87
State Representative District 23,Cynthia Dela Rosa,DEM,1500,-,-,-,74,16.93
State Representative District 23,Cynthia Dela Rosa,DEM,1510,-,-,-,185,23.07
State Representative District 23,Cynthia Dela Rosa,DEM,1520,140,74,81,295,21.55
State Representative District 23,Cynthia Dela Rosa,DEM,1530,183,55,79,317,20.28
State Representative District 23,Cynthia Dela Rosa,DEM,1540,163,69,74,306,19.82
State Representative District 23,Cynthia Dela Rosa,DEM,1550,276,198,137,611,24.92
State Representative District 23,Cynthia Dela Rosa,DEM,1560,183,92,59,334,22.57
State Representative District 23,Cynthia Dela Rosa,DEM,1570,279,202,59,540,26.65
State Representative District 23,Cynthia Dela Rosa,DEM,1580,179,141,126,446,32.48
State Representative District 23,Cynthia Dela Rosa,DEM,1590,250,169,103,522,31.83
State Representative District 23,Cynthia Dela Rosa,DEM,1600,315,170,104,589,29.73
State Representative District 23,Cynthia Dela Rosa,DEM,1610,353,315,147,815,33.35
State Representative District 23,Cynthia Dela Rosa,DEM,3510,164,61,79,304,24.09
State Representative District 23,Cynthia Dela Rosa,DEM,3590,214,170,131,515,27.06
State Representative District 23,Cynthia Dela Rosa,DEM,3600,185,100,82,367,25.77
State Representative District 23,Cynthia Dela Rosa,DEM,3610,92,38,64,194,29.44
State Representative District 23,Cynthia Dela Rosa,DEM,3620,340,148,48,536,34.16
State Representative District 23,Cynthia Dela Rosa,DEM,3621,259,91,51,401,29.14
State Representative District 23,Cynthia Dela Rosa,DEM,3622,319,85,53,457,29.66
State Representative District 23,Cynthia Dela Rosa,DEM,3630,227,180,77,484,28.14
State Representative District 23,Cynthia Dela Rosa,DEM,3640,159,137,82,378,25.70
State Representative District 23,Cynthia Dela Rosa,DEM,3650,167,130,59,356,24.25
State Representative District 23,Cynthia Dela Rosa,DEM,3660,294,210,90,594,34.26
State Representative District 23,Cynthia Dela Rosa,DEM,3670,974,870,272,2116,53.19
State Representative District 23,Cynthia Dela Rosa,DEM,3680,291,219,97,607,51.27
State Representative District 23,Cynthia Dela Rosa,DEM,3690,526,436,286,1248,42.41
State Representative District 23,Cynthia Dela Rosa,DEM,3700,457,485,264,1206,57.26
State Representative District 23,Cynthia Dela Rosa,DEM,3710,519,447,238,1204,39.91
State Representative District 23,Cynthia Dela Rosa,DEM,3720,116,72,47,235,28.08
State Representative District 23,Cynthia Dela Rosa,DEM,3721,-,-,-,51,50.50
State Representative District 23,Cynthia Dela Rosa,DEM,3730,255,184,116,555,30.95
State Representative District 23,Cynthia Dela Rosa,DEM,3760,260,130,79,469,30.22
State Representative District 23,Cynthia Dela Rosa,DEM,3770,237,119,60,416,25.94
State Representative District 23,Cynthia Dela Rosa,DEM,3780,422,229,161,812,26.61
State Representative District 23,Cynthia Dela Rosa,DEM,3790,-,-,-,138,22.01
State Representative District 23,Cynthia Dela Rosa,DEM,3800,248,201,140,589,36.74
State Representative District 23,Cynthia Dela Rosa,DEM,3810,246,177,147,570,35.71
State Representative District 23,Cynthia Dela Rosa,DEM,3820,242,82,79,403,32.19
State Representative District 23,Cynthia Dela Rosa,DEM,3830,159,76,77,312,32.33
State Representative District 23,Cynthia Dela Rosa,DEM,3840,276,158,85,519,28.25
State Representative District 33,Brett T. Hage,REP,3520,258,531,492,1281,76.89
State Representative District 33,Brett T. Hage,REP,3530,737,707,666,2110,70.92
State Representative District 33,Brett T. Hage,REP,3540,381,346,593,1320,70.10
State Representative District 33,Brett T. Hage,REP,3550,1590,2954,299,4843,68.88
State Representative District 33,Brett T. Hage,REP,3560,139,326,202,667,70.96
State Representative District 33,Brett T. Hage,REP,3580,499,1032,613,2144,69.88
State Representative District 33,"Mamie ""Dee"" Melvin",DEM,3520,191,105,89,385,23.11
State Representative District 33,"Mamie ""Dee"" Melvin",DEM,3530,593,167,105,865,29.08
State Representative District 33,"Mamie ""Dee"" Melvin",DEM,3540,344,104,115,563,29.90
State Representative District 33,"Mamie ""Dee"" Melvin",DEM,3550,1459,693,36,2188,31.12
State Representative District 33,"Mamie ""Dee"" Melvin",DEM,3560,138,92,43,273,29.04
State Representative District 33,"Mamie ""Dee"" Melvin",DEM,3580,426,329,169,924,30.12
Retain Justice Carlos G. Muñiz,Yes,NON,0001,160,165,167,492,64.82
Retain Justice Carlos G. Muñiz,Yes,NON,0002,114,79,80,273,55.60
Retain Justice Carlos G. Muñiz,Yes,NON,0003,412,465,333,1210,67.33
Retain Justice Carlos G. Muñiz,Yes,NON,0004,805,719,522,2046,67.95
Retain Justice Carlos G. Muñiz,Yes,NON,0005,307,398,328,1033,73.11
Retain Justice Carlos G. Muñiz,Yes,NON,0006,494,416,324,1234,67.62
Retain Justice Carlos G. Muñiz,Yes,NON,0007,511,444,301,1256,69.05
Retain Justice Carlos G. Muñiz,Yes,NON,0008,276,246,262,784,69.20
Retain Justice Carlos G. Muñiz,Yes,NON,0009,258,233,254,745,55.72
Retain Justice Carlos G. Muñiz,Yes,NON,0010,232,159,134,525,60.00
Retain Justice Carlos G. Muñiz,Yes,NON,0011,103,140,121,364,57.50
Retain Justice Carlos G. Muñiz,Yes,NON,0012,357,449,336,1142,67.26
Retain Justice Carlos G. Muñiz,Yes,NON,0013,103,78,39,220,71.90
Retain Justice Carlos G. Muñiz,Yes,NON,0014,688,786,447,1921,71.31
Retain Justice Carlos G. Muñiz,Yes,NON,0015,455,430,298,1183,70.08
Retain Justice Carlos G. Muñiz,Yes,NON,0016,306,371,382,1059,70.74
Retain Justice Carlos G. Muñiz,Yes,NON,0017,290,284,242,816,67.33
Retain Justice Carlos G. Muñiz,Yes,NON,0018,649,762,486,1897,67.65
Retain Justice Carlos G. Muñiz,Yes,NON,0019,184,273,340,797,67.60
Retain Justice Carlos G. Muñiz,Yes,NON,0040,473,708,385,1566,70.86
Retain Justice Carlos G. Muñiz,Yes,NON,0050,242,283,107,632,70.07
Retain Justice Carlos G. Muñiz,Yes,NON,0060,-,-,-,175,67.83
Retain Justice Carlos G. Muñiz,Yes,NON,0070,-,-,-,128,58.72
Retain Justice Carlos G. Muñiz,Yes,NON,1500,54,30,191,275,71.43
Retain Justice Carlos G. Muñiz,Yes,NON,1510,132,70,266,468,65.36
Retain Justice Carlos G. Muñiz,Yes,NON,1520,220,260,406,886,70.88
Retain Justice Carlos G. Muñiz,Yes,NON,1530,304,247,406,957,69.40
Retain Justice Carlos G. Muñiz,Yes,NON,1540,253,238,494,985,71.02
Retain Justice Carlos G. Muñiz,Yes,NON,1550,363,598,542,1503,67.34
Retain Justice Carlos G. Muñiz,Yes,NON,1560,262,424,239,925,70.77
Retain Justice Carlos G. Muñiz,Yes,NON,1570,399,553,271,1223,68.02
Retain Justice Carlos G. Muñiz,Yes,NON,1580,235,299,320,854,68.37
Retain Justice Carlos G. Muñiz,Yes,NON,1590,301,441,255,997,68.38
Retain Justice Carlos G. Muñiz,Yes,NON,1600,377,532,285,1194,66.97
Retain Justice Carlos G. Muñiz,Yes,NON,1610,468,640,367,1475,67.26
Retain Justice Carlos G. Muñiz,Yes,NON,2500,207,208,262,677,64.48
Retain Justice Carlos G. Muñiz,Yes,NON,2510,67,65,104,236,59.00
Retain Justice Carlos G. Muñiz,Yes,NON,2520,238,348,243,829,63.09
Retain Justice Carlos G. Muñiz,Yes,NON,2530,159,357,163,679,60.30
Retain Justice Carlos G. Muñiz,Yes,NON,2540,139,219,198,556,66.99
Retain Justice Carlos G. Muñiz,Yes,NON,2550,262,258,218,738,67.09
Retain Justice Carlos G. Muñiz,Yes,NON,2551,129,159,234,522,73.52
Retain Justice Carlos G. Muñiz,Yes,NON,2560,116,229,125,470,61.76
Retain Justice Carlos G. Muñiz,Yes,NON,2570,396,425,456,1277,65.02
Retain Justice Carlos G. Muñiz,Yes,NON,2580,434,345,124,903,70.49
Retain Justice Carlos G. Muñiz,Yes,NON,2590,118,158,129,405,61.18
Retain Justice Carlos G. Muñiz,Yes,NON,2600,653,657,597,1907,69.57
Retain Justice Carlos G. Muñiz,Yes,NON,2610,433,277,115,825,73.07
Retain Justice Carlos G. Muñiz,Yes,NON,2620,101,69,30,200,74.35
Retain Justice Carlos G. Muñiz,Yes,NON,2621,-,-,-,5,45.45
Retain Justice Carlos G. Muñiz,Yes,NON,2630,70,84,95,249,62.56
Retain Justice Carlos G. Muñiz,Yes,NON,3510,199,190,362,751,65.94
Retain Justice Carlos G. Muñiz,Yes,NON,3520,259,404,374,1037,68.77
Retain Justice Carlos G. Muñiz,Yes,NON,3530,778,602,547,1927,74.92
Retain Justice Carlos G. Muñiz,Yes,NON,3540,469,309,502,1280,77.11
Retain Justice Carlos G. Muñiz,Yes,NON,3550,1852,2516,234,4602,76.07
Retain Justice Carlos G. Muñiz,Yes,NON,3560,172,257,156,585,69.31
Retain Justice Carlos G. Muñiz,Yes,NON,3570,330,667,332,1329,70.06
Retain Justice Carlos G. Muñiz,Yes,NON,3580,571,898,507,1976,71.18
Retain Justice Carlos G. Muñiz,Yes,NON,3590,289,474,456,1219,70.54
Retain Justice Carlos G. Muñiz,Yes,NON,3600,225,394,294,913,69.64
Retain Justice Carlos G. Muñiz,Yes,NON,3610,98,133,180,411,72.11
Retain Justice Carlos G. Muñiz,Yes,NON,3620,367,349,282,998,73.22
Retain Justice Carlos G. Muñiz,Yes,NON,3621,350,273,245,868,73.06
Retain Justice Carlos G. Muñiz,Yes,NON,3622,389,325,270,984,75.87
Retain Justice Carlos G. Muñiz,Yes,NON,3630,278,523,266,1067,67.49
Retain Justice Carlos G. Muñiz,Yes,NON,3640,239,460,272,971,73.17
Retain Justice Carlos G. Muñiz,Yes,NON,3650,202,457,229,888,66.77
Retain Justice Carlos G. Muñiz,Yes,NON,3660,300,419,325,1044,65.83
Retain Justice Carlos G. Muñiz,Yes,NON,3670,837,1146,396,2379,66.10
Retain Justice Carlos G. Muñiz,Yes,NON,3680,240,302,147,689,64.88
Retain Justice Carlos G. Muñiz,Yes,NON,3690,506,751,603,1860,68.36
Retain Justice Carlos G. Muñiz,Yes,NON,3700,356,543,361,1260,65.18
Retain Justice Carlos G. Muñiz,Yes,NON,3710,540,880,493,1913,70.49
Retain Justice Carlos G. Muñiz,Yes,NON,3720,163,255,113,531,69.05
Retain Justice Carlos G. Muñiz,Yes,NON,3721,-,-,-,63,70.00
Retain Justice Carlos G. Muñiz,Yes,NON,3730,267,574,322,1163,70.74
Retain Justice Carlos G. Muñiz,Yes,NON,3740,305,446,217,968,70.40
Retain Justice Carlos G. Muñiz,Yes,NON,3750,347,535,334,1216,70.17
Retain Justice Carlos G. Muñiz,Yes,NON,3760,292,402,254,948,67.81
Retain Justice Carlos G. Muñiz,Yes,NON,3770,260,489,240,989,68.78
Retain Justice Carlos G. Muñiz,Yes,NON,3780,579,793,587,1959,71.37
Retain Justice Carlos G. Muñiz,Yes,NON,3790,91,214,75,380,67.38
Retain Justice Carlos G. Muñiz,Yes,NON,3800,281,443,307,1031,70.42
Retain Justice Carlos G. Muñiz,Yes,NON,3810,283,360,327,970,67.74
Retain Justice Carlos G. Muñiz,Yes,NON,3820,312,250,268,830,74.64
Retain Justice Carlos G. Muñiz,Yes,NON,3830,196,173,245,614,70.82
Retain Justice Carlos G. Muñiz,Yes,NON,3840,392,491,303,1186,70.72
Retain Justice Carlos G. Muñiz,Yes,NON,4500,349,441,222,1012,69.99
Retain Justice Carlos G. Muñiz,Yes,NON,4510,595,663,187,1445,72.36
Retain Justice Carlos G. Muñiz,Yes,NON,4520,471,734,376,1581,72.69
Retain Justice Carlos G. Muñiz,Yes,NON,4521,-,-,-,70,67.31
Retain Justice Carlos G. Muñiz,Yes,NON,4530,167,75,269,511,73.10
Retain Justice Carlos G. Muñiz,Yes,NON,4540,125,157,206,488,69.02
Retain Justice Carlos G. Muñiz,Yes,NON,4550,322,344,261,927,67.66
Retain Justice Carlos G. Muñiz,Yes,NON,4560,393,403,294,1090,61.79
Retain Justice Carlos G. Muñiz,Yes,NON,4570,379,177,386,942,72.24
Retain Justice Carlos G. Muñiz,Yes,NON,4580,440,633,364,1437,64.44
Retain Justice Carlos G. Muñiz,Yes,NON,4590,541,587,409,1537,67.26
Retain Justice Carlos G. Muñiz,Yes,NON,4600,270,273,77,620,72.43
Retain Justice Carlos G. Muñiz,Yes,NON,4610,618,446,282,1346,73.75
Retain Justice Carlos G. Muñiz,Yes,NON,4620,656,402,359,1417,72.97
Retain Justice Carlos G. Muñiz,Yes,NON,4630,203,148,180,531,75.97
Retain Justice Carlos G. Muñiz,Yes,NON,4640,589,886,207,1682,68.24
Retain Justice Carlos G. Muñiz,Yes,NON,4650,523,300,127,950,72.02
Retain Justice Carlos G. Muñiz,Yes,NON,4651,1402,1061,452,2915,73.17
Retain Justice Carlos G. Muñiz,Yes,NON,4652,297,182,59,538,74.31
Retain Justice Carlos G. Muñiz,Yes,NON,4653,228,194,66,488,69.42
Retain Justice Carlos G. Muñiz,Yes,NON,4654,869,726,418,2013,69.03
Retain Justice Carlos G. Muñiz,Yes,NON,4660,527,562,181,1270,69.44
Retain Justice Carlos G. Muñiz,Yes,NON,4670,613,1023,261,1897,68.53
Retain Justice Carlos G. Muñiz,Yes,NON,4680,364,314,261,939,68.49
Retain Justice Carlos G. Muñiz,Yes,NON,4690,410,503,364,1277,68.18
Retain Justice Carlos G. Muñiz,Yes,NON,4700,128,141,67,336,68.15
Retain Justice Carlos G. Muñiz,Yes,NON,4710,477,696,464,1637,69.72
Retain Justice Carlos G. Muñiz,Yes,NON,4720,155,180,128,463,67.49
Retain Justice Carlos G. Muñiz,Yes,NON,4730,177,239,134,550,72.08
Retain Justice Carlos G. Muñiz,Yes,NON,4740,195,105,197,497,74.51
Retain Justice Carlos G. Muñiz,Yes,NON,4750,345,493,196,1034,66.93
Retain Justice Carlos G. Muñiz,Yes,NON,4760,185,85,129,399,71.63
Retain Justice Carlos G. Muñiz,Yes,NON,4770,247,346,161,754,71.40
Retain Justice Carlos G. Muñiz,Yes,NON,4771,95,111,56,262,70.62
Retain Justice Carlos G. Muñiz,No,NON,0001,108,72,87,267,35.18
Retain Justice Carlos G. Muñiz,No,NON,0002,67,67,84,218,44.40
Retain Justice Carlos G. Muñiz,No,NON,0003,246,217,124,587,32.67
Retain Justice Carlos G. Muñiz,No,NON,0004,452,295,218,965,32.05
Retain Justice Carlos G. Muñiz,No,NON,0005,155,138,87,380,26.89
Retain Justice Carlos G. Muñiz,No,NON,0006,251,189,151,591,32.38
Retain Justice Carlos G. Muñiz,No,NON,0007,299,156,108,563,30.95
Retain Justice Carlos G. Muñiz,No,NON,0008,150,112,87,349,30.80
Retain Justice Carlos G. Muñiz,No,NON,0009,226,190,176,592,44.28
Retain Justice Carlos G. Muñiz,No,NON,0010,126,115,109,350,40.00
Retain Justice Carlos G. Muñiz,No,NON,0011,91,103,75,269,42.50
Retain Justice Carlos G. Muñiz,No,NON,0012,200,219,137,556,32.74
Retain Justice Carlos G. Muñiz,No,NON,0013,-,-,-,86,28.10
Retain Justice Carlos G. Muñiz,No,NON,0014,350,264,159,773,28.69
Retain Justice Carlos G. Muñiz,No,NON,0015,215,172,118,505,29.92
Retain Justice Carlos G. Muñiz,No,NON,0016,170,152,116,438,29.26
Retain Justice Carlos G. Muñiz,No,NON,0017,172,138,86,396,32.67
Retain Justice Carlos G. Muñiz,No,NON,0018,417,321,169,907,32.35
Retain Justice Carlos G. Muñiz,No,NON,0019,139,150,93,382,32.40
Retain Justice Carlos G. Muñiz,No,NON,0040,225,267,152,644,29.14
Retain Justice Carlos G. Muñiz,No,NON,0050,98,130,42,270,29.93
Retain Justice Carlos G. Muñiz,No,NON,0060,-,-,-,83,32.17
Retain Justice Carlos G. Muñiz,No,NON,0070,-,-,-,90,41.28
Retain Justice Carlos G. Muñiz,No,NON,1500,-,-,-,110,28.57
Retain Justice Carlos G. Muñiz,No,NON,1510,65,39,144,248,34.64
Retain Justice Carlos G. Muñiz,No,NON,1520,107,109,148,364,29.12
Retain Justice Carlos G. Muñiz,No,NON,1530,141,90,191,422,30.60
Retain Justice Carlos G. Muñiz,No,NON,1540,123,90,189,402,28.98
Retain Justice Carlos G. Muñiz,No,NON,1550,224,268,237,729,32.66
Retain Justice Carlos G. Muñiz,No,NON,1560,120,152,110,382,29.23
Retain Justice Carlos G. Muñiz,No,NON,1570,219,255,101,575,31.98
Retain Justice Carlos G. Muñiz,No,NON,1580,121,149,125,395,31.63
Retain Justice Carlos G. Muñiz,No,NON,1590,166,161,134,461,31.62
Retain Justice Carlos G. Muñiz,No,NON,1600,224,223,142,589,33.03
Retain Justice Carlos G. Muñiz,No,NON,1610,220,334,164,718,32.74
Retain Justice Carlos G. Muñiz,No,NON,2500,166,91,116,373,35.52
Retain Justice Carlos G. Muñiz,No,NON,2510,60,71,33,164,41.00
Retain Justice Carlos G. Muñiz,No,NON,2520,158,203,124,485,36.91
Retain Justice Carlos G. Muñiz,No,NON,2530,97,268,82,447,39.70
Retain Justice Carlos G. Muñiz,No,NON,2540,94,101,79,274,33.01
Retain Justice Carlos G. Muñiz,No,NON,2550,130,133,99,362,32.91
Retain Justice Carlos G. Muñiz,No,NON,2551,67,52,69,188,26.48
Retain Justice Carlos G. Muñiz,No,NON,2560,89,126,76,291,38.24
Retain Justice Carlos G. Muñiz,No,NON,2570,272,248,167,687,34.98
Retain Justice Carlos G. Muñiz,No,NON,2580,210,112,56,378,29.51
Retain Justice Carlos G. Muñiz,No,NON,2590,80,92,85,257,38.82
Retain Justice Carlos G. Muñiz,No,NON,2600,380,261,193,834,30.43
Retain Justice Carlos G. Muñiz,No,NON,2610,-,-,-,304,26.93
Retain Justice Carlos G. Muñiz,No,NON,2620,-,-,-,69,25.65
Retain Justice Carlos G. Muñiz,No,NON,2621,-,-,-,6,54.55
Retain Justice Carlos G. Muñiz,No,NON,2630,54,55,40,149,37.44
Retain Justice Carlos G. Muñiz,No,NON,3510,139,84,165,388,34.06
Retain Justice Carlos G. Muñiz,No,NON,3520,146,166,159,471,31.23
Retain Justice Carlos G. Muñiz,No,NON,3530,354,158,133,645,25.08
Retain Justice Carlos G. Muñiz,No,NON,3540,169,79,132,380,22.89
Retain Justice Carlos G. Muñiz,No,NON,3550,745,643,60,1448,23.93
Retain Justice Carlos G. Muñiz,No,NON,3560,82,119,58,259,30.69
Retain Justice Carlos G. Muñiz,No,NON,3570,177,251,140,568,29.94
Retain Justice Carlos G. Muñiz,No,NON,3580,266,330,204,800,28.82
Retain Justice Carlos G. Muñiz,No,NON,3590,150,166,193,509,29.46
Retain Justice Carlos G. Muñiz,No,NON,3600,133,135,130,398,30.36
Retain Justice Carlos G. Muñiz,No,NON,3610,55,42,62,159,27.89
Retain Justice Carlos G. Muñiz,No,NON,3620,186,114,65,365,26.78
Retain Justice Carlos G. Muñiz,No,NON,3621,153,88,79,320,26.94
Retain Justice Carlos G. Muñiz,No,NON,3622,161,90,62,313,24.13
Retain Justice Carlos G. Muñiz,No,NON,3630,181,210,123,514,32.51
Retain Justice Carlos G. Muñiz,No,NON,3640,98,149,109,356,26.83
Retain Justice Carlos G. Muñiz,No,NON,3650,136,206,100,442,33.23
Retain Justice Carlos G. Muñiz,No,NON,3660,184,225,133,542,34.17
Retain Justice Carlos G. Muñiz,No,NON,3670,516,527,177,1220,33.90
Retain Justice Carlos G. Muñiz,No,NON,3680,145,158,70,373,35.12
Retain Justice Carlos G. Muñiz,No,NON,3690,327,322,212,861,31.64
Retain Justice Carlos G. Muñiz,No,NON,3700,234,284,155,673,34.82
Retain Justice Carlos G. Muñiz,No,NON,3710,313,315,173,801,29.51
Retain Justice Carlos G. Muñiz,No,NON,3720,83,110,45,238,30.95
Retain Justice Carlos G. Muñiz,No,NON,3721,-,-,-,27,30.00
Retain Justice Carlos G. Muñiz,No,NON,3730,158,216,107,481,29.26
Retain Justice Carlos G. Muñiz,No,NON,3740,163,158,86,407,29.60
Retain Justice Carlos G. Muñiz,No,NON,3750,210,187,120,517,29.83
Retain Justice Carlos G. Muñiz,No,NON,3760,203,153,94,450,32.19
Retain Justice Carlos G. Muñiz,No,NON,3770,150,183,116,449,31.22
Retain Justice Carlos G. Muñiz,No,NON,3780,301,283,202,786,28.63
Retain Justice Carlos G. Muñiz,No,NON,3790,41,110,33,184,32.62
Retain Justice Carlos G. Muñiz,No,NON,3800,135,184,114,433,29.58
Retain Justice Carlos G. Muñiz,No,NON,3810,165,160,137,462,32.26
Retain Justice Carlos G. Muñiz,No,NON,3820,132,71,79,282,25.36
Retain Justice Carlos G. Muñiz,No,NON,3830,95,71,87,253,29.18
Retain Justice Carlos G. Muñiz,No,NON,3840,181,205,105,491,29.28
Retain Justice Carlos G. Muñiz,No,NON,4500,152,193,89,434,30.01
Retain Justice Carlos G. Muñiz,No,NON,4510,267,228,57,552,27.64
Retain Justice Carlos G. Muñiz,No,NON,4520,242,215,137,594,27.31
Retain Justice Carlos G. Muñiz,No,NON,4521,-,-,-,34,32.69
Retain Justice Carlos G. Muñiz,No,NON,4530,-,-,-,188,26.90
Retain Justice Carlos G. Muñiz,No,NON,4540,66,71,82,219,30.98
Retain Justice Carlos G. Muñiz,No,NON,4550,196,147,100,443,32.34
Retain Justice Carlos G. Muñiz,No,NON,4560,287,252,135,674,38.21
Retain Justice Carlos G. Muñiz,No,NON,4570,187,66,109,362,27.76
Retain Justice Carlos G. Muñiz,No,NON,4580,319,328,146,793,35.56
Retain Justice Carlos G. Muñiz,No,NON,4590,319,275,154,748,32.74
Retain Justice Carlos G. Muñiz,No,NON,4600,-,-,-,236,27.57
Retain Justice Carlos G. Muñiz,No,NON,4610,257,146,76,479,26.25
Retain Justice Carlos G. Muñiz,No,NON,4620,337,107,81,525,27.03
Retain Justice Carlos G. Muñiz,No,NON,4630,81,39,48,168,24.03
Retain Justice Carlos G. Muñiz,No,NON,4640,389,326,68,783,31.76
Retain Justice Carlos G. Muñiz,No,NON,4650,243,85,41,369,27.98
Retain Justice Carlos G. Muñiz,No,NON,4651,666,302,101,1069,26.83
Retain Justice Carlos G. Muñiz,No,NON,4652,-,-,-,186,25.69
Retain Justice Carlos G. Muñiz,No,NON,4653,-,-,-,215,30.58
Retain Justice Carlos G. Muñiz,No,NON,4654,627,171,105,903,30.97
Retain Justice Carlos G. Muñiz,No,NON,4660,303,196,60,559,30.56
Retain Justice Carlos G. Muñiz,No,NON,4670,396,414,61,871,31.47
Retain Justice Carlos G. Muñiz,No,NON,4680,180,136,116,432,31.51
Retain Justice Carlos G. Muñiz,No,NON,4690,230,219,147,596,31.82
Retain Justice Carlos G. Muñiz,No,NON,4700,-,-,-,157,31.85
Retain Justice Carlos G. Muñiz,No,NON,4710,255,257,199,711,30.28
Retain Justice Carlos G. Muñiz,No,NON,4720,97,80,46,223,32.51
Retain Justice Carlos G. Muñiz,No,NON,4730,117,59,37,213,27.92
Retain Justice Carlos G. Muñiz,No,NON,4740,76,32,62,170,25.49
Retain Justice Carlos G. Muñiz,No,NON,4750,231,207,73,511,33.07
Retain Justice Carlos G. Muñiz,No,NON,4760,84,31,43,158,28.37
Retain Justice Carlos G. Muñiz,No,NON,4770,129,126,47,302,28.60
Retain Justice Carlos G. Muñiz,No,NON,4771,-,-,-,109,29.38
Retain Judge Kerry l. Evander,Yes,NON,0001,188,158,167,513,68.31
Retain Judge Kerry l. Evander,Yes,NON,0002,122,84,98,304,62.42
Retain Judge Kerry l. Evander,Yes,NON,0003,473,484,304,1261,71.24
Retain Judge Kerry l. Evander,Yes,NON,0004,897,666,505,2068,69.47
Retain Judge Kerry l. Evander,Yes,NON,0005,352,385,308,1045,74.32
Retain Judge Kerry l. Evander,Yes,NON,0006,574,406,324,1304,71.77
Retain Judge Kerry l. Evander,Yes,NON,0007,605,441,293,1339,74.43
Retain Judge Kerry l. Evander,Yes,NON,0008,298,229,246,773,68.53
Retain Judge Kerry l. Evander,Yes,NON,0009,322,275,269,866,64.87
Retain Judge Kerry l. Evander,Yes,NON,0010,251,161,156,568,65.21
Retain Judge Kerry l. Evander,Yes,NON,0011,120,163,132,415,65.87
Retain Judge Kerry l. Evander,Yes,NON,0012,396,470,306,1172,69.47
Retain Judge Kerry l. Evander,Yes,NON,0013,103,79,39,221,72.46
Retain Judge Kerry l. Evander,Yes,NON,0014,762,753,412,1927,72.58
Retain Judge Kerry l. Evander,Yes,NON,0015,474,404,277,1155,69.41
Retain Judge Kerry l. Evander,Yes,NON,0016,356,370,358,1084,72.85
Retain Judge Kerry l. Evander,Yes,NON,0017,330,286,235,851,71.51
Retain Judge Kerry l. Evander,Yes,NON,0018,783,756,464,2003,72.49
Retain Judge Kerry l. Evander,Yes,NON,0019,216,276,323,815,70.62
Retain Judge Kerry l. Evander,Yes,NON,0040,503,699,383,1585,72.47
Retain Judge Kerry l. Evander,Yes,NON,0050,256,286,89,631,70.74
Retain Judge Kerry l. Evander,Yes,NON,0060,40,58,90,188,74.31
Retain Judge Kerry l. Evander,Yes,NON,0070,-,-,-,149,69.63
Retain Judge Kerry l. Evander,Yes,NON,1500,-,-,-,272,70.65
Retain Judge Kerry l. Evander,Yes,NON,1510,144,73,261,478,67.51
Retain Judge Kerry l. Evander,Yes,NON,1520,240,274,398,912,73.73
Retain Judge Kerry l. Evander,Yes,NON,1530,340,248,413,1001,73.39
Retain Judge Kerry l. Evander,Yes,NON,1540,284,229,492,1005,72.56
Retain Judge Kerry l. Evander,Yes,NON,1550,395,587,564,1546,69.77
