Contest,Candidate Issue,Party,Precinct Name,Provisional Votes,Mail Votes,Early Votes,Election Day Votes,Total Votes,% of Total Votes
President and Vice President,Donald J. Trump,REP,PRECINCT 001.0,0,190,174,31,395,65.29
President and Vice President,Donald J. Trump,REP,PRECINCT 002.0,0,221,295,197,713,61.10
President and Vice President,Donald J. Trump,REP,PRECINCT 003.0,0,375,562,383,1320,66.43
President and Vice President,Donald J. Trump,REP,PRECINCT 004.0,0,276,443,257,976,54.46
President and Vice President,Donald J. Trump,REP,PRECINCT 005.0,0,441,562,311,1314,55.94
President and Vice President,Donald J. Trump,REP,PRECINCT 006.0,0,467,420,182,1069,61.83
President and Vice President,Donald J. Trump,REP,PRECINCT 007.0,0,216,314,196,726,41.16
President and Vice President,Donald J. Trump,REP,PRECINCT 008.0,0,138,181,108,427,40.71
President and Vice President,Donald J. Trump,REP,PRECINCT 009.0,0,567,643,270,1480,48.54
President and Vice President,Donald J. Trump,REP,PRECINCT 010.0,-,-,-,-,42,79.25
President and Vice President,Donald J. Trump,REP,PRECINCT 011.0,0,206,291,98,595,39.48
President and Vice President,Donald J. Trump,REP,PRECINCT 013.0,0,245,407,96,748,40.37
President and Vice President,Donald J. Trump,REP,PRECINCT 014.0,0,262,483,139,884,39.36
President and Vice President,Donald J. Trump,REP,PRECINCT 015.0,0,100,142,81,323,40.38
President and Vice President,Donald J. Trump,REP,PRECINCT 016.0,0,153,240,102,495,36.21
President and Vice President,Donald J. Trump,REP,PRECINCT 017.0,0,209,370,188,767,37.43
President and Vice President,Donald J. Trump,REP,PRECINCT 018.0,0,201,343,108,652,32.75
President and Vice President,Donald J. Trump,REP,PRECINCT 019.0,0,81,162,60,303,43.41
President and Vice President,Donald J. Trump,REP,PRECINCT 020.0,0,241,329,81,651,42.19
President and Vice President,Donald J. Trump,REP,PRECINCT 023.0,0,512,615,143,1270,47.44
President and Vice President,Donald J. Trump,REP,PRECINCT 024.0,0,204,261,78,543,37.40
President and Vice President,Donald J. Trump,REP,PRECINCT 025.0,0,304,373,73,750,55.93
President and Vice President,Donald J. Trump,REP,PRECINCT 028.0,0,268,330,130,728,54.65
President and Vice President,Donald J. Trump,REP,PRECINCT 029.0,0,288,298,113,699,53.56
President and Vice President,Donald J. Trump,REP,PRECINCT 030.0,0,371,375,98,844,30.58
President and Vice President,Donald J. Trump,REP,PRECINCT 031.0,0,169,173,58,400,38.10
President and Vice President,Donald J. Trump,REP,PRECINCT 032.0,0,454,435,97,986,50.88
President and Vice President,Donald J. Trump,REP,PRECINCT 033.0,0,164,212,62,438,30.44
President and Vice President,Donald J. Trump,REP,PRECINCT 036.0,0,279,463,125,867,33.07
President and Vice President,Donald J. Trump,REP,PRECINCT 037.0,0,67,119,57,243,34.18
President and Vice President,Donald J. Trump,REP,PRECINCT 038.0,0,79,84,33,196,51.85
President and Vice President,Donald J. Trump,REP,PRECINCT 040.0,0,201,273,113,587,37.70
President and Vice President,Donald J. Trump,REP,PRECINCT 041.0,0,312,381,186,879,31.14
President and Vice President,Donald J. Trump,REP,PRECINCT 042.0,0,157,256,121,534,33.95
President and Vice President,Donald J. Trump,REP,PRECINCT 043.0,0,109,91,57,257,33.82
President and Vice President,Donald J. Trump,REP,PRECINCT 047.0,-,-,-,-,183,54.14
President and Vice President,Donald J. Trump,REP,PRECINCT 048.0,0,574,493,163,1230,46.80
President and Vice President,Donald J. Trump,REP,PRECINCT 051.0,0,1117,1419,565,3101,47.42
President and Vice President,Donald J. Trump,REP,PRECINCT 052.0,-,-,-,-,3,15.00
President and Vice President,Donald J. Trump,REP,PRECINCT 059.0,0,0,0,0,0,0.00
President and Vice President,Donald J. Trump,REP,PRECINCT 062.0,0,0,0,0,0,0.00
President and Vice President,Donald J. Trump,REP,PRECINCT 067.0,0,316,497,133,946,65.60
President and Vice President,Donald J. Trump,REP,PRECINCT 068.0,-,-,-,-,2,66.67
President and Vice President,Donald J. Trump,REP,PRECINCT 069.0,-,-,-,-,118,23.37
President and Vice President,Donald J. Trump,REP,PRECINCT 099.0,0,334,193,215,742,51.71
President and Vice President,Donald J. Trump,REP,PRECINCT 100.0,0,695,0,0,695,24.60
President and Vice President,Donald J. Trump,REP,PRECINCT 100.1,0,0,0,0,0,0.00
President and Vice President,Donald J. Trump,REP,PRECINCT 100.2,0,117,0,0,117,22.67
President and Vice President,Donald J. Trump,REP,PRECINCT 100.3,0,345,0,0,345,19.10
President and Vice President,Donald J. Trump,REP,PRECINCT 100.4,0,95,0,0,95,31.05
President and Vice President,Donald J. Trump,REP,PRECINCT 100.5,0,102,0,0,102,21.16
President and Vice President,Donald J. Trump,REP,PRECINCT 100.6,0,106,0,0,106,28.27
President and Vice President,Donald J. Trump,REP,PRECINCT 101.0,0,377,480,89,946,43.82
President and Vice President,Donald J. Trump,REP,PRECINCT 102.0,0,786,872,124,1782,50.31
