Precinct,Contest Name,Candidate Name,Votes,Voter Turnout
"027 Forest Lake SDA Church DC","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","138","11.23%"
"028 Central Church of Christ","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","198","15.72%"
"029 Westmonte Recreation Cente","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","312","13.61%"
"030 St. Stephen Lutheran Churc","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","146","12.14%"
"031 Maranatha SDA Church EC","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","662","15.45%"
"032 Country Creek Swim & Racqu","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","320","21.19%"
"033 Orlando Filipino SDA Churc","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","205","13.10%"
"034 Florida Conference of Seve","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","353","10.71%"
"035 Hampton Inn & Suites","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","176","12.61%"
"036 St. Mark's Presbyterian Ch","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","446","12.27%"
"037 Hilton Altamonte Springs","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","320","12.25%"
"038 Altamonte Springs SDA Chur","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","244","12.57%"
"039 Eastmonte Civic Center","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","339","11.84%"
"040 Casselberry Recreation Cen","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","243","10.36%"
"041 Jean Rhein Central Branch","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","200","8.08%"
"042 Faith Assembly of God Red","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","202","12.95%"
"043 St. Richard's Episcopal Ch","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","368","14.70%"
"044 Aloma Church","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","319","12.30%"
"045 Tuskawilla United Methodis","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","239","14.14%"
"046 Winter Park Elks Lodge No.","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","482","15.47%"
"047 Tuskawilla Presbyterian Ch","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","244","13.03%"
"048 Faith Outreach Church EA","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","445","13.26%"
"049 Sanford Civic Center","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","112","11.20%"
"050 Sanford Memorial Stadium","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","243","11.61%"
"051 Sanford Church of Christ","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","177","16.29%"
"052 Midway Safe Harbor Center","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","70","13.70%"
"053 Spring Meadows SDA Church","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","352","13.09%"
"054 Boombah Sports Complex","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","342","10.45%"
"055 Lutheran Church of the Red","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","216","14.63%"
"056 Winter Springs Senior Cent","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","463","15.44%"
"057 The Church at 434","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","358","15.97%"
"058 Temple Israel","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","471","17.94%"
"059 New Covenant Church","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","276","17.57%"
"060 Winter Springs City Hall","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","432","13.11%"
"061 Tuscawilla Country Club CZ","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","666","13.56%"
"062 Willow Creek Church","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","194","10.63%"
"063 Willow Creek Church","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","246","14.65%"
"064 St. Stephen Catholic Commu","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","289","17.58%"
"065 Metro Life Church","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","278","11.52%"
"066 Wirz Park","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","165","10.48%"
"067 Message of Hope SDA","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","243","13.92%"
"068 Oviedo Mall - C.O.P.S. Roo","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","312","10.84%"
"069 Oviedo East Branch Library","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","347","7.87%"
"070 First Baptist Church of Ge","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","1177","25.76%"
"071 Oviedo Gym & Aquatic Facil","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","382","8.00%"
"072 The Sanctuary Community As","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","307","13.03%"
"073 River Run Church CA","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","520","14.52%"
"074 Center Lake Park CX","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","219","9.74%"
"075 Covenant Presbyterian Chur","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","209","9.70%"
"076 Live Oak Community Center","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","414","13.60%"
"077 St. Alban's Anglican Cathe","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","226","11.60%"
"078 Lutheran Haven Fellowship","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","368","11.60%"
"079 Palm Valley Club House CA","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","376","15.20%"
"080 Oviedo Presbyterian Church","President and Vice President","Donald J. Trump / Michael R. Pence (REP)","263","11.52%"
"001 Seminole Community Church","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","151","18.76%"
"002 The Church at Heathrow DE","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","132","17.19%"
"003 Crossings Community Church","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","207","12.69%"
"004 Safeharbor Christian Churc","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","374","13.18%"
"005 Westview Baptist Church","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","270","13.80%"
"006 Westside Community Center","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","465","12.25%"
"007 Markham Woods Presbyterian","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","138","12.38%"
"008 Courtyard by Marriott","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","116","13.30%"
"009 Holy Cross Lutheran Church","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","102","9.65%"
"010 Lake Mary Events Center","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","253","13.25%"
"011 Seminole County Health Dep","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","345","10.96%"
"012 Markham Woods SDA Church D","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","132","12.43%"
"013 Church of Jesus Christ of","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","246","12.10%"
"014 Northwest Branch Library","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","104","9.53%"
"015 Nativity Catholic Church","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","79","14.40%"
"016 Lake Mary City Hall","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","179","14.30%"
"017 Seminole County Co-op Exte","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","82","13.13%"
"018 First Baptist Church Sweet","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","103","10.24%"
"019 Longwood Community Buildin","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","296","12.40%"
"020 First Baptist Church of Lo","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","346","11.50%"
"021 West Branch Library DC","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","108","7.67%"
"022 Wekiva Presbyterian Church","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","190","10.20%"
"023 Neighborhood Alliance Chur","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","52","17.58%"
"024 WaterStone Church","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","249","12.26%"
"025 Wekiva Cove Clubhouse DC","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","73","11.18%"
"026 First Baptist Ch. Sanlando","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","102","16.07%"
"027 Forest Lake SDA Church DC","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","118","11.23%"
"028 Central Church of Christ","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","148","15.72%"
"029 Westmonte Recreation Cente","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","257","13.61%"
"030 St. Stephen Lutheran Churc","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","99","12.14%"
"031 Maranatha SDA Church EC","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","250","15.45%"
"032 Country Creek Swim & Racqu","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","197","21.19%"
"033 Orlando Filipino SDA Churc","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","255","13.10%"
"034 Florida Conference of Seve","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","326","10.71%"
"035 Hampton Inn & Suites","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","216","12.61%"
"036 St. Mark's Presbyterian Ch","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","304","12.27%"
"037 Hilton Altamonte Springs","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","257","12.25%"
"038 Altamonte Springs SDA Chur","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","124","12.57%"
"039 Eastmonte Civic Center","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","302","11.84%"
"040 Casselberry Recreation Cen","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","203","10.36%"
"041 Jean Rhein Central Branch","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","177","8.08%"
"042 Faith Assembly of God Red","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","167","12.95%"
"043 St. Richard's Episcopal Ch","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","283","14.70%"
"044 Aloma Church","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","339","12.30%"
"045 Tuskawilla United Methodis","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","152","14.14%"
"046 Winter Park Elks Lodge No.","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","251","15.47%"
"047 Tuskawilla Presbyterian Ch","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","157","13.03%"
"048 Faith Outreach Church EA","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","291","13.26%"
"049 Sanford Civic Center","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","170","11.20%"
"050 Sanford Memorial Stadium","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","333","11.61%"
"051 Sanford Church of Christ","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","105","16.29%"
"052 Midway Safe Harbor Center","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","220","13.70%"
"053 Spring Meadows SDA Church","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","337","13.09%"
"054 Boombah Sports Complex","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","179","10.45%"
"055 Lutheran Church of the Red","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","127","14.63%"
"056 Winter Springs Senior Cent","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","353","15.44%"
"057 The Church at 434","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","154","15.97%"
"058 Temple Israel","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","298","17.94%"
"059 New Covenant Church","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","95","17.57%"
"060 Winter Springs City Hall","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","199","13.11%"
"061 Tuscawilla Country Club CZ","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","260","13.56%"
"062 Willow Creek Church","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","91","10.63%"
"063 Willow Creek Church","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","87","14.65%"
"064 St. Stephen Catholic Commu","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","95","17.58%"
"065 Metro Life Church","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","183","11.52%"
"066 Wirz Park","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","79","10.48%"
"067 Message of Hope SDA","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","129","13.92%"
"068 Oviedo Mall - C.O.P.S. Roo","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","138","10.84%"
"069 Oviedo East Branch Library","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","138","7.87%"
"070 First Baptist Church of Ge","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","167","25.76%"
"071 Oviedo Gym & Aquatic Facil","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","299","8.00%"
"072 The Sanctuary Community As","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","109","13.03%"
"073 River Run Church CA","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","118","14.52%"
"074 Center Lake Park CX","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","115","9.74%"
"075 Covenant Presbyterian Chur","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","84","9.70%"
"076 Live Oak Community Center","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","174","13.60%"
"077 St. Alban's Anglican Cathe","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","112","11.60%"
"078 Lutheran Haven Fellowship","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","180","11.60%"
"079 Palm Valley Club House CA","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","237","15.20%"
"080 Oviedo Presbyterian Church","President and Vice President","Joseph R. Biden / Kamala D. Harris (DEM)","156","11.52%"
"001 Seminole Community Church","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","3","18.76%"
"002 The Church at Heathrow DE","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","12","17.19%"
"003 Crossings Community Church","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","8","12.69%"
"004 Safeharbor Christian Churc","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","6","13.18%"
"005 Westview Baptist Church","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","9","13.80%"
"006 Westside Community Center","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","3","12.25%"
"007 Markham Woods Presbyterian","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","4","12.38%"
"008 Courtyard by Marriott","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","11","13.30%"
"009 Holy Cross Lutheran Church","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","2","9.65%"
"010 Lake Mary Events Center","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","7","13.25%"
"011 Seminole County Health Dep","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","8","10.96%"
"012 Markham Woods SDA Church D","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","4","12.43%"
"013 Church of Jesus Christ of","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","9","12.10%"
"014 Northwest Branch Library","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","11","9.53%"
"015 Nativity Catholic Church","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","4","14.40%"
"016 Lake Mary City Hall","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","6","14.30%"
"017 Seminole County Co-op Exte","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","3","13.13%"
"018 First Baptist Church Sweet","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","6","10.24%"
"019 Longwood Community Buildin","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","17","12.40%"
"020 First Baptist Church of Lo","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","8","11.50%"
"021 West Branch Library DC","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","13","7.67%"
"022 Wekiva Presbyterian Church","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","10","10.20%"
"023 Neighborhood Alliance Chur","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","2","17.58%"
"024 WaterStone Church","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","17","12.26%"
"025 Wekiva Cove Clubhouse DC","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","4","11.18%"
"026 First Baptist Ch. Sanlando","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","5","16.07%"
"027 Forest Lake SDA Church DC","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","16","11.23%"
"028 Central Church of Christ","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","7","15.72%"
"029 Westmonte Recreation Cente","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","10","13.61%"
"030 St. Stephen Lutheran Churc","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","1","12.14%"
"031 Maranatha SDA Church EC","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","25","15.45%"
"032 Country Creek Swim & Racqu","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","2","21.19%"
"033 Orlando Filipino SDA Churc","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","4","13.10%"
"034 Florida Conference of Seve","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","12","10.71%"
"035 Hampton Inn & Suites","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","7","12.61%"
"036 St. Mark's Presbyterian Ch","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","15","12.27%"
"037 Hilton Altamonte Springs","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","4","12.25%"
"038 Altamonte Springs SDA Chur","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","3","12.57%"
"039 Eastmonte Civic Center","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","13","11.84%"
"040 Casselberry Recreation Cen","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","7","10.36%"
"041 Jean Rhein Central Branch","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","13","8.08%"
"042 Faith Assembly of God Red","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","5","12.95%"
"043 St. Richard's Episcopal Ch","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","16","14.70%"
"044 Aloma Church","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","8","12.30%"
"045 Tuskawilla United Methodis","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","4","14.14%"
"046 Winter Park Elks Lodge No.","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","15","15.47%"
"047 Tuskawilla Presbyterian Ch","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","8","13.03%"
"048 Faith Outreach Church EA","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","17","13.26%"
"049 Sanford Civic Center","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","4","11.20%"
"050 Sanford Memorial Stadium","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","7","11.61%"
"051 Sanford Church of Christ","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","5","16.29%"
"052 Midway Safe Harbor Center","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","2","13.70%"
"053 Spring Meadows SDA Church","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","3","13.09%"
"054 Boombah Sports Complex","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","4","10.45%"
"055 Lutheran Church of the Red","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","1","14.63%"
"056 Winter Springs Senior Cent","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","10","15.44%"
"057 The Church at 434","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","10","15.97%"
"058 Temple Israel","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","16","17.94%"
"059 New Covenant Church","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","5","17.57%"
"060 Winter Springs City Hall","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","12","13.11%"
"061 Tuscawilla Country Club CZ","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","7","13.56%"
"062 Willow Creek Church","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","2","10.63%"
"063 Willow Creek Church","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","3","14.65%"
"064 St. Stephen Catholic Commu","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","9","17.58%"
"065 Metro Life Church","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","18","11.52%"
"066 Wirz Park","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","8","10.48%"
"067 Message of Hope SDA","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","4","13.92%"
"068 Oviedo Mall - C.O.P.S. Roo","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","13","10.84%"
"069 Oviedo East Branch Library","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","10","7.87%"
"070 First Baptist Church of Ge","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","9","25.76%"
"071 Oviedo Gym & Aquatic Facil","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","13","8.00%"
"072 The Sanctuary Community As","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","7","13.03%"
"073 River Run Church CA","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","13","14.52%"
"074 Center Lake Park CX","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","8","9.74%"
"075 Covenant Presbyterian Chur","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","8","9.70%"
"076 Live Oak Community Center","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","13","13.60%"
"077 St. Alban's Anglican Cathe","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","6","11.60%"
"078 Lutheran Haven Fellowship","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","9","11.60%"
"079 Palm Valley Club House CA","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","6","15.20%"
"080 Oviedo Presbyterian Church","President and Vice President","Jo Jorgensen / Jeremy ""Spike"" Cohen (LPF)","5","11.52%"
"001 Seminole Community Church","President and Vice President","Roque ""Rocky"" De La Fuente / Darcy G. Richardson (REF)","0","18.76%"
"002 The Church at Heathrow DE","President and Vice President","Roque ""Rocky"" De La Fuente / Darcy G. Richardson (REF)","0","17.19%"
"003 Crossings Community Church","President and Vice President","Roque ""Rocky"" De La Fuente / Darcy G. Richardson (REF)","1","12.69%"
"004 Safeharbor Christian Churc","President and Vice President","Roque ""Rocky"" De La Fuente / Darcy G. Richardson (REF)","2","13.18%"
"005 Westview Baptist Church","President and Vice President","Roque ""Rocky"" De La Fuente / Darcy G. Richardson (REF)","0","13.80%"
"006 Westside Community Center","President and Vice President","Roque ""Rocky"" De La Fuente / Darcy G. Richardson (REF)","0","12.25%"
