Contest,Candidate Issue,Party,Precinct Name,Provisional Votes,Mail Votes,Early Votes,Election Day Votes,Total Votes,% of Total Votes
Representative in Congress District 5,OVER VOTES,STATS,Macedonia 4C,0,0,0,0,0,0.00
Representative in Congress District 5,OVER VOTES,STATS,Cuyler 4D,0,0,0,0,0,0.00
Representative in Congress District 5,OVER VOTES,STATS,Glen St. Mary 5A,0,0,0,0,0,0.00
Representative in Congress District 5,OVER VOTES,STATS,Olustee 6A,0,0,0,0,0,0.00
Representative in Congress District 5,UNDER VOTES,STATS,Sanderson 1A,-,-,-,-,37,1.94
Representative in Congress District 5,UNDER VOTES,STATS,South Macclenny 2A,-,-,-,-,68,2.56
Representative in Congress District 5,UNDER VOTES,STATS,North Macclenny 3A,-,-,-,-,78,2.77
Representative in Congress District 5,UNDER VOTES,STATS,Baxter 4A,-,-,-,-,6,3.28
Representative in Congress District 5,UNDER VOTES,STATS,Taylor 4B,-,-,-,-,5,0.95
Representative in Congress District 5,UNDER VOTES,STATS,Macedonia 4C,-,-,-,-,45,2.41
Representative in Congress District 5,UNDER VOTES,STATS,Cuyler 4D,-,-,-,-,18,2.05
Representative in Congress District 5,UNDER VOTES,STATS,Glen St. Mary 5A,-,-,-,-,65,2.12
Representative in Congress District 5,UNDER VOTES,STATS,Olustee 6A,-,-,-,-,5,2.24
State Senator District 5,Jennifer Bradley,REP,Sanderson 1A,0,225,697,368,1290,67.50
State Senator District 5,Jennifer Bradley,REP,South Macclenny 2A,0,403,1154,501,2058,77.40
State Senator District 5,Jennifer Bradley,REP,North Macclenny 3A,0,410,1333,576,2319,82.47
State Senator District 5,Jennifer Bradley,REP,Baxter 4A,-,-,-,-,169,92.35
State Senator District 5,Jennifer Bradley,REP,Taylor 4B,0,82,125,267,474,90.11
State Senator District 5,Jennifer Bradley,REP,Macedonia 4C,0,297,993,362,1652,88.30
State Senator District 5,Jennifer Bradley,REP,Cuyler 4D,0,122,318,354,794,90.64
State Senator District 5,Jennifer Bradley,REP,Glen St. Mary 5A,0,472,1592,685,2749,89.46
State Senator District 5,Jennifer Bradley,REP,Olustee 6A,-,-,-,-,141,63.23
State Senator District 5,Melina Rayna Barratt,DEM,Sanderson 1A,0,164,182,206,552,28.89
State Senator District 5,Melina Rayna Barratt,DEM,South Macclenny 2A,0,173,185,146,504,18.95
State Senator District 5,Melina Rayna Barratt,DEM,North Macclenny 3A,0,128,186,78,392,13.94
State Senator District 5,Melina Rayna Barratt,DEM,Baxter 4A,-,-,-,-,9,4.92
State Senator District 5,Melina Rayna Barratt,DEM,Taylor 4B,-,-,-,-,41,7.79
State Senator District 5,Melina Rayna Barratt,DEM,Macedonia 4C,-,-,-,-,158,8.44
State Senator District 5,Melina Rayna Barratt,DEM,Cuyler 4D,-,-,-,-,57,6.51
State Senator District 5,Melina Rayna Barratt,DEM,Glen St. Mary 5A,0,110,71,52,233,7.58
State Senator District 5,Melina Rayna Barratt,DEM,Olustee 6A,-,-,-,-,71,31.84
State Senator District 5,OVER VOTES,STATS,Sanderson 1A,-,-,-,-,1,0.05
State Senator District 5,OVER VOTES,STATS,South Macclenny 2A,0,0,0,0,0,0.00
State Senator District 5,OVER VOTES,STATS,North Macclenny 3A,0,0,0,0,0,0.00
State Senator District 5,OVER VOTES,STATS,Baxter 4A,0,0,0,0,0,0.00
State Senator District 5,OVER VOTES,STATS,Taylor 4B,0,0,0,0,0,0.00
State Senator District 5,OVER VOTES,STATS,Macedonia 4C,0,0,0,0,0,0.00
State Senator District 5,OVER VOTES,STATS,Cuyler 4D,0,0,0,0,0,0.00
State Senator District 5,OVER VOTES,STATS,Glen St. Mary 5A,0,0,0,0,0,0.00
State Senator District 5,OVER VOTES,STATS,Olustee 6A,0,0,0,0,0,0.00
State Senator District 5,UNDER VOTES,STATS,Sanderson 1A,-,-,-,-,68,3.56
State Senator District 5,UNDER VOTES,STATS,South Macclenny 2A,-,-,-,-,97,3.65
State Senator District 5,UNDER VOTES,STATS,North Macclenny 3A,-,-,-,-,101,3.59
State Senator District 5,UNDER VOTES,STATS,Baxter 4A,-,-,-,-,5,2.73
State Senator District 5,UNDER VOTES,STATS,Taylor 4B,-,-,-,-,11,2.09
State Senator District 5,UNDER VOTES,STATS,Macedonia 4C,-,-,-,-,61,3.26
State Senator District 5,UNDER VOTES,STATS,Cuyler 4D,-,-,-,-,25,2.85
State Senator District 5,UNDER VOTES,STATS,Glen St. Mary 5A,-,-,-,-,91,2.96
State Senator District 5,UNDER VOTES,STATS,Olustee 6A,-,-,-,-,11,4.93
State Representative District 10,Chuck Brannan,REP,Sanderson 1A,0,243,715,382,1340,70.12
State Representative District 10,Chuck Brannan,REP,South Macclenny 2A,0,431,1170,535,2136,80.33
State Representative District 10,Chuck Brannan,REP,North Macclenny 3A,0,433,1392,610,2435,86.59
State Representative District 10,Chuck Brannan,REP,Baxter 4A,-,-,-,-,163,89.07
State Representative District 10,Chuck Brannan,REP,Taylor 4B,0,85,125,268,478,90.87
State Representative District 10,Chuck Brannan,REP,Macedonia 4C,0,304,1006,368,1678,89.68
State Representative District 10,Chuck Brannan,REP,Cuyler 4D,0,121,320,359,800,91.32
State Representative District 10,Chuck Brannan,REP,Glen St. Mary 5A,0,517,1602,697,2816,91.64
State Representative District 10,Chuck Brannan,REP,Olustee 6A,-,-,-,-,155,69.51
State Representative District 10,Rock Aboujaoude Jr,DEM,Sanderson 1A,0,154,171,201,526,27.52
State Representative District 10,Rock Aboujaoude Jr,DEM,South Macclenny 2A,0,155,171,124,450,16.92
State Representative District 10,Rock Aboujaoude Jr,DEM,North Macclenny 3A,0,105,156,62,323,11.49
State Representative District 10,Rock Aboujaoude Jr,DEM,Baxter 4A,-,-,-,-,16,8.74
State Representative District 10,Rock Aboujaoude Jr,DEM,Taylor 4B,-,-,-,-,43,8.17
State Representative District 10,Rock Aboujaoude Jr,DEM,Macedonia 4C,-,-,-,-,152,8.12
State Representative District 10,Rock Aboujaoude Jr,DEM,Cuyler 4D,-,-,-,-,57,6.51
State Representative District 10,Rock Aboujaoude Jr,DEM,Glen St. Mary 5A,0,76,80,49,205,6.67
State Representative District 10,Rock Aboujaoude Jr,DEM,Olustee 6A,-,-,-,-,58,26.01
State Representative District 10,OVER VOTES,STATS,Sanderson 1A,-,-,-,-,1,0.05
State Representative District 10,OVER VOTES,STATS,South Macclenny 2A,0,0,0,0,0,0.00
State Representative District 10,OVER VOTES,STATS,North Macclenny 3A,0,0,0,0,0,0.00
State Representative District 10,OVER VOTES,STATS,Baxter 4A,0,0,0,0,0,0.00
State Representative District 10,OVER VOTES,STATS,Taylor 4B,0,0,0,0,0,0.00
State Representative District 10,OVER VOTES,STATS,Macedonia 4C,0,0,0,0,0,0.00
State Representative District 10,OVER VOTES,STATS,Cuyler 4D,0,0,0,0,0,0.00
State Representative District 10,OVER VOTES,STATS,Glen St. Mary 5A,0,0,0,0,0,0.00
State Representative District 10,OVER VOTES,STATS,Olustee 6A,0,0,0,0,0,0.00
State Representative District 10,UNDER VOTES,STATS,Sanderson 1A,-,-,-,-,44,2.30
State Representative District 10,UNDER VOTES,STATS,South Macclenny 2A,-,-,-,-,73,2.75
State Representative District 10,UNDER VOTES,STATS,North Macclenny 3A,-,-,-,-,54,1.92
State Representative District 10,UNDER VOTES,STATS,Baxter 4A,-,-,-,-,4,2.19
State Representative District 10,UNDER VOTES,STATS,Taylor 4B,-,-,-,-,5,0.95
State Representative District 10,UNDER VOTES,STATS,Macedonia 4C,-,-,-,-,41,2.19
State Representative District 10,UNDER VOTES,STATS,Cuyler 4D,-,-,-,-,19,2.17
State Representative District 10,UNDER VOTES,STATS,Glen St. Mary 5A,-,-,-,-,52,1.69
State Representative District 10,UNDER VOTES,STATS,Olustee 6A,-,-,-,-,10,4.48
Clerk of the Circuit Court and Comptroller,Bobby Gray,REP,Sanderson 1A,0,104,411,168,683,35.74
Clerk of the Circuit Court and Comptroller,Bobby Gray,REP,South Macclenny 2A,0,272,694,286,1252,47.09
Clerk of the Circuit Court and Comptroller,Bobby Gray,REP,North Macclenny 3A,0,259,814,325,1398,49.72
Clerk of the Circuit Court and Comptroller,Bobby Gray,REP,Baxter 4A,-,-,-,-,95,51.91
Clerk of the Circuit Court and Comptroller,Bobby Gray,REP,Taylor 4B,0,56,73,158,287,54.56
Clerk of the Circuit Court and Comptroller,Bobby Gray,REP,Macedonia 4C,0,175,615,183,973,52.00
Clerk of the Circuit Court and Comptroller,Bobby Gray,REP,Cuyler 4D,0,85,192,208,485,55.37
Clerk of the Circuit Court and Comptroller,Bobby Gray,REP,Glen St. Mary 5A,0,273,957,372,1602,52.13
Clerk of the Circuit Court and Comptroller,Bobby Gray,REP,Olustee 6A,-,-,-,-,97,43.50
Clerk of the Circuit Court and Comptroller,Stacie D. Harvey,DEM,Sanderson 1A,0,294,484,423,1201,62.85
Clerk of the Circuit Court and Comptroller,Stacie D. Harvey,DEM,South Macclenny 2A,0,315,667,379,1361,51.18
Clerk of the Circuit Court and Comptroller,Stacie D. Harvey,DEM,North Macclenny 3A,0,284,733,350,1367,48.61
Clerk of the Circuit Court and Comptroller,Stacie D. Harvey,DEM,Baxter 4A,-,-,-,-,84,45.90
Clerk of the Circuit Court and Comptroller,Stacie D. Harvey,DEM,Taylor 4B,0,37,60,133,230,43.73
Clerk of the Circuit Court and Comptroller,Stacie D. Harvey,DEM,Macedonia 4C,0,204,454,207,865,46.23
Clerk of the Circuit Court and Comptroller,Stacie D. Harvey,DEM,Cuyler 4D,0,59,152,173,384,43.84
Clerk of the Circuit Court and Comptroller,Stacie D. Harvey,DEM,Glen St. Mary 5A,0,323,735,378,1436,46.73
Clerk of the Circuit Court and Comptroller,Stacie D. Harvey,DEM,Olustee 6A,-,-,-,-,115,51.57
Clerk of the Circuit Court and Comptroller,OVER VOTES,STATS,Sanderson 1A,-,-,-,-,1,0.05
Clerk of the Circuit Court and Comptroller,OVER VOTES,STATS,South Macclenny 2A,0,0,0,0,0,0.00
Clerk of the Circuit Court and Comptroller,OVER VOTES,STATS,North Macclenny 3A,-,-,-,-,2,0.07
Clerk of the Circuit Court and Comptroller,OVER VOTES,STATS,Baxter 4A,0,0,0,0,0,0.00
Clerk of the Circuit Court and Comptroller,OVER VOTES,STATS,Taylor 4B,0,0,0,0,0,0.00
Clerk of the Circuit Court and Comptroller,OVER VOTES,STATS,Macedonia 4C,0,0,0,0,0,0.00
Clerk of the Circuit Court and Comptroller,OVER VOTES,STATS,Cuyler 4D,0,0,0,0,0,0.00
Clerk of the Circuit Court and Comptroller,OVER VOTES,STATS,Glen St. Mary 5A,0,0,0,0,0,0.00
Clerk of the Circuit Court and Comptroller,OVER VOTES,STATS,Olustee 6A,0,0,0,0,0,0.00
Clerk of the Circuit Court and Comptroller,UNDER VOTES,STATS,Sanderson 1A,-,-,-,-,26,1.36
Clerk of the Circuit Court and Comptroller,UNDER VOTES,STATS,South Macclenny 2A,-,-,-,-,46,1.73
Clerk of the Circuit Court and Comptroller,UNDER VOTES,STATS,North Macclenny 3A,-,-,-,-,45,1.60
Clerk of the Circuit Court and Comptroller,UNDER VOTES,STATS,Baxter 4A,-,-,-,-,4,2.19
Clerk of the Circuit Court and Comptroller,UNDER VOTES,STATS,Taylor 4B,-,-,-,-,9,1.71
Clerk of the Circuit Court and Comptroller,UNDER VOTES,STATS,Macedonia 4C,-,-,-,-,33,1.76
Clerk of the Circuit Court and Comptroller,UNDER VOTES,STATS,Cuyler 4D,-,-,-,-,7,0.80
Clerk of the Circuit Court and Comptroller,UNDER VOTES,STATS,Glen St. Mary 5A,-,-,-,-,35,1.14
Clerk of the Circuit Court and Comptroller,UNDER VOTES,STATS,Olustee 6A,-,-,-,-,11,4.93
Carlos G. Muñiz,YES,,Sanderson 1A,0,202,505,313,1020,53.38
Carlos G. Muñiz,YES,,South Macclenny 2A,0,357,856,367,1580,59.42
Carlos G. Muñiz,YES,,North Macclenny 3A,0,326,953,436,1715,60.99
Carlos G. Muñiz,YES,,Baxter 4A,-,-,-,-,99,54.10
Carlos G. Muñiz,YES,,Taylor 4B,0,61,89,186,336,63.88
Carlos G. Muñiz,YES,,Macedonia 4C,0,235,671,254,1160,62.00
Carlos G. Muñiz,YES,,Cuyler 4D,0,82,196,227,505,57.65
Carlos G. Muñiz,YES,,Glen St. Mary 5A,0,356,1021,445,1822,59.29
Carlos G. Muñiz,YES,,Olustee 6A,-,-,-,-,130,58.30
Carlos G. Muñiz,NO,,Sanderson 1A,0,154,323,228,705,36.89
Carlos G. Muñiz,NO,,South Macclenny 2A,0,182,377,237,796,29.94
Carlos G. Muñiz,NO,,North Macclenny 3A,0,171,465,194,830,29.52
Carlos G. Muñiz,NO,,Baxter 4A,-,-,-,-,69,37.70
Carlos G. Muñiz,NO,,Taylor 4B,-,-,-,-,163,30.99
Carlos G. Muñiz,NO,,Macedonia 4C,0,108,300,100,508,27.15
Carlos G. Muñiz,NO,,Cuyler 4D,0,47,123,124,294,33.56
Carlos G. Muñiz,NO,,Glen St. Mary 5A,0,174,503,243,920,29.94
Carlos G. Muñiz,NO,,Olustee 6A,-,-,-,-,67,30.04
Carlos G. Muñiz,OVER VOTES,STATS,Sanderson 1A,-,-,-,-,1,0.05
Carlos G. Muñiz,OVER VOTES,STATS,South Macclenny 2A,-,-,-,-,1,0.04
Carlos G. Muñiz,OVER VOTES,STATS,North Macclenny 3A,-,-,-,-,1,0.04
Carlos G. Muñiz,OVER VOTES,STATS,Baxter 4A,0,0,0,0,0,0.00
Carlos G. Muñiz,OVER VOTES,STATS,Taylor 4B,0,0,0,0,0,0.00
Carlos G. Muñiz,OVER VOTES,STATS,Macedonia 4C,0,0,0,0,0,0.00
Carlos G. Muñiz,OVER VOTES,STATS,Cuyler 4D,0,0,0,0,0,0.00
Carlos G. Muñiz,OVER VOTES,STATS,Glen St. Mary 5A,0,0,0,0,0,0.00
Carlos G. Muñiz,OVER VOTES,STATS,Olustee 6A,0,0,0,0,0,0.00
Carlos G. Muñiz,UNDER VOTES,STATS,Sanderson 1A,0,50,73,62,185,9.68
Carlos G. Muñiz,UNDER VOTES,STATS,South Macclenny 2A,0,67,143,72,282,10.61
Carlos G. Muñiz,UNDER VOTES,STATS,North Macclenny 3A,0,58,158,50,266,9.46
Carlos G. Muñiz,UNDER VOTES,STATS,Baxter 4A,-,-,-,-,15,8.20
Carlos G. Muñiz,UNDER VOTES,STATS,Taylor 4B,-,-,-,-,27,5.13
Carlos G. Muñiz,UNDER VOTES,STATS,Macedonia 4C,0,41,118,44,203,10.85
Carlos G. Muñiz,UNDER VOTES,STATS,Cuyler 4D,-,-,-,-,77,8.79
Carlos G. Muñiz,UNDER VOTES,STATS,Glen St. Mary 5A,0,75,181,75,331,10.77
Carlos G. Muñiz,UNDER VOTES,STATS,Olustee 6A,-,-,-,-,26,11.66
Joseph Lewis Jr,YES,,Sanderson 1A,0,209,505,319,1033,54.06
Joseph Lewis Jr,YES,,South Macclenny 2A,0,373,835,374,1582,59.50
Joseph Lewis Jr,YES,,North Macclenny 3A,0,312,949,426,1687,59.99
Joseph Lewis Jr,YES,,Baxter 4A,-,-,-,-,96,52.46
Joseph Lewis Jr,YES,,Taylor 4B,0,66,85,188,339,64.45
Joseph Lewis Jr,YES,,Macedonia 4C,0,229,641,251,1121,59.91
Joseph Lewis Jr,YES,,Cuyler 4D,0,84,189,223,496,56.62
Joseph Lewis Jr,YES,,Glen St. Mary 5A,0,337,985,439,1761,57.31
Joseph Lewis Jr,YES,,Olustee 6A,-,-,-,-,124,55.61
Joseph Lewis Jr,NO,,Sanderson 1A,0,143,323,218,684,35.79
Joseph Lewis Jr,NO,,South Macclenny 2A,0,161,391,228,780,29.33
Joseph Lewis Jr,NO,,North Macclenny 3A,0,174,467,203,844,30.01
Joseph Lewis Jr,NO,,Baxter 4A,-,-,-,-,73,39.89
Joseph Lewis Jr,NO,,Taylor 4B,-,-,-,-,155,29.47
Joseph Lewis Jr,NO,,Macedonia 4C,0,107,329,103,539,28.81
Joseph Lewis Jr,NO,,Cuyler 4D,0,46,129,124,299,34.13
Joseph Lewis Jr,NO,,Glen St. Mary 5A,0,186,537,246,969,31.53
Joseph Lewis Jr,NO,,Olustee 6A,-,-,-,-,72,32.29
Joseph Lewis Jr,OVER VOTES,STATS,Sanderson 1A,-,-,-,-,1,0.05
Joseph Lewis Jr,OVER VOTES,STATS,South Macclenny 2A,0,0,0,0,0,0.00
Joseph Lewis Jr,OVER VOTES,STATS,North Macclenny 3A,-,-,-,-,1,0.04
Joseph Lewis Jr,OVER VOTES,STATS,Baxter 4A,0,0,0,0,0,0.00
Joseph Lewis Jr,OVER VOTES,STATS,Taylor 4B,0,0,0,0,0,0.00
Joseph Lewis Jr,OVER VOTES,STATS,Macedonia 4C,0,0,0,0,0,0.00
Joseph Lewis Jr,OVER VOTES,STATS,Cuyler 4D,0,0,0,0,0,0.00
Joseph Lewis Jr,OVER VOTES,STATS,Glen St. Mary 5A,0,0,0,0,0,0.00
Joseph Lewis Jr,OVER VOTES,STATS,Olustee 6A,0,0,0,0,0,0.00
Joseph Lewis Jr,UNDER VOTES,STATS,Sanderson 1A,0,54,73,66,193,10.10
Joseph Lewis Jr,UNDER VOTES,STATS,South Macclenny 2A,0,72,151,74,297,11.17
Joseph Lewis Jr,UNDER VOTES,STATS,North Macclenny 3A,0,69,160,51,280,9.96
Joseph Lewis Jr,UNDER VOTES,STATS,Baxter 4A,-,-,-,-,14,7.65
Joseph Lewis Jr,UNDER VOTES,STATS,Taylor 4B,-,-,-,-,32,6.08
Joseph Lewis Jr,UNDER VOTES,STATS,Macedonia 4C,0,48,119,44,211,11.28
Joseph Lewis Jr,UNDER VOTES,STATS,Cuyler 4D,-,-,-,-,81,9.25
