Contest,Candidate Issue,Party,Precinct Name,Mail Votes,Early Votes,Election Day Votes,Total Votes,% of Total Votes
Sheriff,Rob Hardwick,REP,PCT 103,668,1037,268,1973,96.91
Sheriff,Rob Hardwick,REP,PCT 104,695,1719,411,2825,95.25
Sheriff,Rob Hardwick,REP,PCT 105,1367,2915,584,4866,94.16
Sheriff,Rob Hardwick,REP,PCT 106,884,2312,807,4003,96.88
Sheriff,Rob Hardwick,REP,PCT 107,1322,3387,1041,5750,96.17
Sheriff,Rob Hardwick,REP,PCT 108,446,1002,177,1625,96.27
Sheriff,Rob Hardwick,REP,PCT 109,766,1924,473,3163,97.17
Sheriff,Rob Hardwick,REP,PCT 110,153,346,143,642,96.54
Sheriff,Rob Hardwick,REP,PCT 111,586,1323,293,2202,96.16
Sheriff,Rob Hardwick,REP,PCT 201,862,2438,487,3787,95.51
Sheriff,Rob Hardwick,REP,PCT 202,556,1533,567,2656,96.37
Sheriff,Rob Hardwick,REP,PCT 203,1055,2103,925,4083,95.20
Sheriff,Rob Hardwick,REP,PCT 204,664,1507,594,2765,96.01
Sheriff,Rob Hardwick,REP,PCT 205,1223,2674,804,4701,95.16
Sheriff,Rob Hardwick,REP,PCT 206,234,402,269,905,96.07
Sheriff,Rob Hardwick,REP,PCT 207,586,934,377,1897,89.74
Sheriff,Rob Hardwick,REP,PCT 208,196,581,338,1115,96.29
Sheriff,Rob Hardwick,REP,PCT 209,475,1267,479,2221,94.79
Sheriff,Rob Hardwick,REP,PCT 301,375,621,196,1192,94.30
Sheriff,Rob Hardwick,REP,PCT 302,1239,2394,945,4578,94.76
Sheriff,Rob Hardwick,REP,PCT 303,307,533,331,1171,93.46
Sheriff,Rob Hardwick,REP,PCT 304,854,1577,590,3021,95.09
Sheriff,Rob Hardwick,REP,PCT 305,1305,2099,691,4095,95.68
Sheriff,Rob Hardwick,REP,PCT 306,627,861,298,1786,96.70
Sheriff,Rob Hardwick,REP,PCT 307,973,2184,440,3597,95.95
Sheriff,Rob Hardwick,REP,PCT 308,604,1037,205,1846,96.95
Sheriff,Rob Hardwick,REP,PCT 309,1239,1944,504,3687,95.27
Sheriff,Rob Hardwick,REP,PCT 401,1104,2455,538,4097,96.58
Sheriff,Rob Hardwick,REP,PCT 402,1541,3003,547,5091,96.46
Sheriff,Rob Hardwick,REP,PCT 403,1331,2477,451,4259,97.48
Sheriff,Rob Hardwick,REP,PCT 404,742,1267,317,2326,97.61
Sheriff,Rob Hardwick,REP,PCT 405,1128,2332,462,3922,96.48
Sheriff,Rob Hardwick,REP,PCT 406,1371,2560,926,4857,95.74
Sheriff,Rob Hardwick,REP,PCT 407,219,355,83,657,95.91
Sheriff,Rob Hardwick,REP,PCT 408,1537,2935,1122,5594,96.00
Sheriff,Rob Hardwick,REP,PCT 409,60,119,38,217,96.02
Sheriff,Rob Hardwick,REP,PCT 410,1661,2148,380,4189,97.40
Sheriff,Rob Hardwick,REP,PCT 501,1081,1639,374,3094,96.27
Sheriff,Rob Hardwick,REP,PCT 502,1489,2257,856,4602,94.95
Sheriff,Rob Hardwick,REP,PCT 503,431,547,190,1168,94.27
Sheriff,Rob Hardwick,REP,PCT 504,849,1079,599,2527,95.11
Sheriff,Rob Hardwick,REP,PCT 505,747,1030,447,2224,91.90
Sheriff,Rob Hardwick,REP,PCT 506,390,343,177,910,90.46
Sheriff,Rob Hardwick,REP,PCT 507,304,380,234,918,89.39
Sheriff,Rob Hardwick,REP,PCT 508,1049,1643,623,3315,94.39
Sheriff,Rob Hardwick,REP,PCT 509,1139,2368,410,3917,95.72
Sheriff,WRITE-IN,,PCT 101,-,-,-,183,4.98
Sheriff,WRITE-IN,,PCT 102,-,-,-,110,4.58
Sheriff,WRITE-IN,,PCT 103,-,-,-,63,3.09
Sheriff,WRITE-IN,,PCT 104,-,-,-,141,4.75
Sheriff,WRITE-IN,,PCT 105,-,-,-,302,5.84
Sheriff,WRITE-IN,,PCT 106,-,-,-,129,3.12
Sheriff,WRITE-IN,,PCT 107,-,-,-,229,3.83
Sheriff,WRITE-IN,,PCT 108,-,-,-,63,3.73
Sheriff,WRITE-IN,,PCT 109,-,-,-,92,2.83
Sheriff,WRITE-IN,,PCT 110,-,-,-,23,3.46
Sheriff,WRITE-IN,,PCT 111,-,-,-,88,3.84
Sheriff,WRITE-IN,,PCT 201,-,-,-,178,4.49
Sheriff,WRITE-IN,,PCT 202,-,-,-,100,3.63
Sheriff,WRITE-IN,,PCT 203,89,84,33,206,4.80
Sheriff,WRITE-IN,,PCT 204,-,-,-,115,3.99
Sheriff,WRITE-IN,,PCT 205,115,84,40,239,4.84
Sheriff,WRITE-IN,,PCT 206,-,-,-,37,3.93
Sheriff,WRITE-IN,,PCT 207,81,88,48,217,10.26
Sheriff,WRITE-IN,,PCT 208,-,-,-,43,3.71
Sheriff,WRITE-IN,,PCT 209,-,-,-,122,5.21
Sheriff,WRITE-IN,,PCT 301,-,-,-,72,5.70
Sheriff,WRITE-IN,,PCT 302,119,98,36,253,5.24
Sheriff,WRITE-IN,,PCT 303,-,-,-,82,6.54
Sheriff,WRITE-IN,,PCT 304,-,-,-,156,4.91
Sheriff,WRITE-IN,,PCT 305,-,-,-,185,4.32
Sheriff,WRITE-IN,,PCT 306,-,-,-,61,3.30
Sheriff,WRITE-IN,,PCT 307,-,-,-,152,4.05
Sheriff,WRITE-IN,,PCT 308,-,-,-,58,3.05
Sheriff,WRITE-IN,,PCT 309,-,-,-,183,4.73
Sheriff,WRITE-IN,,PCT 401,-,-,-,145,3.42
Sheriff,WRITE-IN,,PCT 402,-,-,-,187,3.54
Sheriff,WRITE-IN,,PCT 403,-,-,-,110,2.52
Sheriff,WRITE-IN,,PCT 404,-,-,-,57,2.39
Sheriff,WRITE-IN,,PCT 405,-,-,-,143,3.52
Sheriff,WRITE-IN,,PCT 406,-,-,-,216,4.26
Sheriff,WRITE-IN,,PCT 407,-,-,-,28,4.09
Sheriff,WRITE-IN,,PCT 408,-,-,-,233,4.00
Sheriff,WRITE-IN,,PCT 409,-,-,-,9,3.98
Sheriff,WRITE-IN,,PCT 410,-,-,-,112,2.60
Sheriff,WRITE-IN,,PCT 501,-,-,-,120,3.73
Sheriff,WRITE-IN,,PCT 502,101,111,33,245,5.05
Sheriff,WRITE-IN,,PCT 503,-,-,-,71,5.73
Sheriff,WRITE-IN,,PCT 504,-,-,-,130,4.89
Sheriff,WRITE-IN,,PCT 505,-,-,-,196,8.10
Sheriff,WRITE-IN,,PCT 506,-,-,-,96,9.54
Sheriff,WRITE-IN,,PCT 507,-,-,-,109,10.61
Sheriff,WRITE-IN,,PCT 508,-,-,-,197,5.61
Sheriff,WRITE-IN,,PCT 509,-,-,-,175,4.28
County Commissioner District 1,Christian Whitehurst,REP,PCT 101,490,1889,349,2728,63.72
County Commissioner District 1,Christian Whitehurst,REP,PCT 102,361,1204,233,1798,66.03
County Commissioner District 1,Christian Whitehurst,REP,PCT 103,491,925,233,1649,72.71
County Commissioner District 1,Christian Whitehurst,REP,PCT 104,449,1479,363,2291,68.10
County Commissioner District 1,Christian Whitehurst,REP,PCT 105,757,2359,488,3604,59.70
County Commissioner District 1,Christian Whitehurst,REP,PCT 106,630,2048,729,3407,75.93
County Commissioner District 1,Christian Whitehurst,REP,PCT 107,822,2850,912,4584,68.49
County Commissioner District 1,Christian Whitehurst,REP,PCT 108,297,873,151,1321,67.40
County Commissioner District 1,Christian Whitehurst,REP,PCT 109,497,1671,416,2584,72.20
County Commissioner District 1,Christian Whitehurst,REP,PCT 110,119,307,128,554,78.81
County Commissioner District 1,Christian Whitehurst,REP,PCT 111,358,1123,257,1738,65.71
County Commissioner District 1,Christian Whitehurst,REP,PCT 201,547,2048,429,3024,67.36
County Commissioner District 1,Christian Whitehurst,REP,PCT 202,344,1323,494,2161,69.69
County Commissioner District 1,Christian Whitehurst,REP,PCT 203,719,1805,795,3319,68.39
County Commissioner District 1,Christian Whitehurst,REP,PCT 204,470,1372,557,2399,76.40
County Commissioner District 1,Christian Whitehurst,REP,PCT 205,825,2290,713,3828,69.17
County Commissioner District 1,Christian Whitehurst,REP,PCT 206,154,345,247,746,71.80
County Commissioner District 1,Christian Whitehurst,REP,PCT 207,228,531,196,955,34.51
County Commissioner District 1,Christian Whitehurst,REP,PCT 208,131,511,295,937,73.84
County Commissioner District 1,Christian Whitehurst,REP,PCT 209,260,1089,415,1764,67.56
County Commissioner District 1,Christian Whitehurst,REP,PCT 301,252,534,179,965,70.28
County Commissioner District 1,Christian Whitehurst,REP,PCT 302,795,2075,819,3689,67.31
County Commissioner District 1,Christian Whitehurst,REP,PCT 303,157,429,276,862,60.41
County Commissioner District 1,Christian Whitehurst,REP,PCT 304,503,1296,525,2324,62.79
County Commissioner District 1,Christian Whitehurst,REP,PCT 305,765,1769,573,3107,61.67
County Commissioner District 1,Christian Whitehurst,REP,PCT 306,411,748,257,1416,69.11
County Commissioner District 1,Christian Whitehurst,REP,PCT 307,582,1869,392,2843,66.77
County Commissioner District 1,Christian Whitehurst,REP,PCT 308,353,839,171,1363,62.21
County Commissioner District 1,Christian Whitehurst,REP,PCT 309,779,1621,443,2843,61.39
County Commissioner District 1,Christian Whitehurst,REP,PCT 401,766,2093,478,3337,67.01
County Commissioner District 1,Christian Whitehurst,REP,PCT 402,1111,2653,483,4247,69.49
County Commissioner District 1,Christian Whitehurst,REP,PCT 403,1012,2231,416,3659,73.08
County Commissioner District 1,Christian Whitehurst,REP,PCT 404,563,1139,308,2010,74.97
County Commissioner District 1,Christian Whitehurst,REP,PCT 405,741,2024,405,3170,69.15
County Commissioner District 1,Christian Whitehurst,REP,PCT 406,849,2207,828,3884,65.48
County Commissioner District 1,Christian Whitehurst,REP,PCT 407,178,330,78,586,73.99
County Commissioner District 1,Christian Whitehurst,REP,PCT 408,1014,2552,998,4564,69.15
County Commissioner District 1,Christian Whitehurst,REP,PCT 409,37,104,35,176,69.29
County Commissioner District 1,Christian Whitehurst,REP,PCT 410,1110,1926,351,3387,65.44
County Commissioner District 1,Christian Whitehurst,REP,PCT 501,739,1446,324,2509,68.11
County Commissioner District 1,Christian Whitehurst,REP,PCT 502,856,1883,733,3472,62.45
County Commissioner District 1,Christian Whitehurst,REP,PCT 503,250,446,151,847,53.91
County Commissioner District 1,Christian Whitehurst,REP,PCT 504,586,920,534,2040,63.99
County Commissioner District 1,Christian Whitehurst,REP,PCT 505,389,808,326,1523,52.37
County Commissioner District 1,Christian Whitehurst,REP,PCT 506,194,268,120,582,45.08
County Commissioner District 1,Christian Whitehurst,REP,PCT 507,109,230,149,488,34.98
County Commissioner District 1,Christian Whitehurst,REP,PCT 508,575,1220,505,2300,55.44
County Commissioner District 1,Christian Whitehurst,REP,PCT 509,621,1749,339,2709,57.91
County Commissioner District 1,Joe McAnarney,DEM,PCT 101,639,799,115,1553,36.28
County Commissioner District 1,Joe McAnarney,DEM,PCT 102,415,452,58,925,33.97
County Commissioner District 1,Joe McAnarney,DEM,PCT 103,352,221,46,619,27.29
County Commissioner District 1,Joe McAnarney,DEM,PCT 104,493,506,74,1073,31.90
County Commissioner District 1,Joe McAnarney,DEM,PCT 105,1170,1115,148,2433,40.30
County Commissioner District 1,Joe McAnarney,DEM,PCT 106,488,476,116,1080,24.07
County Commissioner District 1,Joe McAnarney,DEM,PCT 107,929,965,215,2109,31.51
County Commissioner District 1,Joe McAnarney,DEM,PCT 108,310,292,37,639,32.60
County Commissioner District 1,Joe McAnarney,DEM,PCT 109,462,449,84,995,27.80
County Commissioner District 1,Joe McAnarney,DEM,PCT 110,-,-,-,149,21.19
County Commissioner District 1,Joe McAnarney,DEM,PCT 111,447,395,65,907,34.29
County Commissioner District 1,Joe McAnarney,DEM,PCT 201,621,751,93,1465,32.64
County Commissioner District 1,Joe McAnarney,DEM,PCT 202,383,442,115,940,30.31
County Commissioner District 1,Joe McAnarney,DEM,PCT 203,688,615,231,1534,31.61
County Commissioner District 1,Joe McAnarney,DEM,PCT 204,383,289,69,741,23.60
County Commissioner District 1,Joe McAnarney,DEM,PCT 205,820,709,177,1706,30.83
County Commissioner District 1,Joe McAnarney,DEM,PCT 206,137,113,43,293,28.20
County Commissioner District 1,Joe McAnarney,DEM,PCT 207,670,785,357,1812,65.49
County Commissioner District 1,Joe McAnarney,DEM,PCT 208,132,132,68,332,26.16
County Commissioner District 1,Joe McAnarney,DEM,PCT 209,383,353,111,847,32.44
County Commissioner District 1,Joe McAnarney,DEM,PCT 301,211,158,39,408,29.72
County Commissioner District 1,Joe McAnarney,DEM,PCT 302,919,670,203,1792,32.69
County Commissioner District 1,Joe McAnarney,DEM,PCT 303,270,208,87,565,39.59
County Commissioner District 1,Joe McAnarney,DEM,PCT 304,716,510,151,1377,37.21
County Commissioner District 1,Joe McAnarney,DEM,PCT 305,1067,675,189,1931,38.33
County Commissioner District 1,Joe McAnarney,DEM,PCT 306,384,194,55,633,30.89
County Commissioner District 1,Joe McAnarney,DEM,PCT 307,770,572,73,1415,33.23
County Commissioner District 1,Joe McAnarney,DEM,PCT 308,443,339,46,828,37.79
County Commissioner District 1,Joe McAnarney,DEM,PCT 309,1016,667,105,1788,38.61
County Commissioner District 1,Joe McAnarney,DEM,PCT 401,747,761,135,1643,32.99
County Commissioner District 1,Joe McAnarney,DEM,PCT 402,946,814,105,1865,30.51
County Commissioner District 1,Joe McAnarney,DEM,PCT 403,688,583,77,1348,26.92
County Commissioner District 1,Joe McAnarney,DEM,PCT 404,353,279,39,671,25.03
County Commissioner District 1,Joe McAnarney,DEM,PCT 405,724,605,85,1414,30.85
County Commissioner District 1,Joe McAnarney,DEM,PCT 406,1074,795,179,2048,34.52
County Commissioner District 1,Joe McAnarney,DEM,PCT 407,-,-,-,206,26.01
County Commissioner District 1,Joe McAnarney,DEM,PCT 408,1060,789,187,2036,30.85
County Commissioner District 1,Joe McAnarney,DEM,PCT 409,-,-,-,78,30.71
County Commissioner District 1,Joe McAnarney,DEM,PCT 410,1279,459,51,1789,34.56
County Commissioner District 1,Joe McAnarney,DEM,PCT 501,636,465,74,1175,31.89
County Commissioner District 1,Joe McAnarney,DEM,PCT 502,1113,767,208,2088,37.55
County Commissioner District 1,Joe McAnarney,DEM,PCT 503,416,228,80,724,46.09
County Commissioner District 1,Joe McAnarney,DEM,PCT 504,653,375,120,1148,36.01
County Commissioner District 1,Joe McAnarney,DEM,PCT 505,706,493,186,1385,47.63
County Commissioner District 1,Joe McAnarney,DEM,PCT 506,393,215,101,709,54.92
County Commissioner District 1,Joe McAnarney,DEM,PCT 507,439,313,155,907,65.02
County Commissioner District 1,Joe McAnarney,DEM,PCT 508,903,766,180,1849,44.56
County Commissioner District 1,Joe McAnarney,DEM,PCT 509,923,941,105,1969,42.09
County Commissioner District 5,Henry Dean,REP,PCT 101,594,2015,352,2961,73.04
County Commissioner District 5,Henry Dean,REP,PCT 102,423,1291,233,1947,75.32
County Commissioner District 5,Henry Dean,REP,PCT 103,556,954,235,1745,81.09
County Commissioner District 5,Henry Dean,REP,PCT 104,557,1569,376,2502,77.49
County Commissioner District 5,Henry Dean,REP,PCT 105,980,2484,488,3952,68.99
County Commissioner District 5,Henry Dean,REP,PCT 106,707,2104,728,3539,81.60
County Commissioner District 5,Henry Dean,REP,PCT 107,989,2992,914,4895,75.77
County Commissioner District 5,Henry Dean,REP,PCT 108,345,893,149,1387,74.13
County Commissioner District 5,Henry Dean,REP,PCT 109,581,1717,420,2718,78.85
County Commissioner District 5,Henry Dean,REP,PCT 110,128,316,126,570,82.37
County Commissioner District 5,Henry Dean,REP,PCT 111,436,1140,262,1838,72.99
County Commissioner District 5,Henry Dean,REP,PCT 201,607,2106,431,3144,72.88
County Commissioner District 5,Henry Dean,REP,PCT 202,408,1369,499,2276,76.25
County Commissioner District 5,Henry Dean,REP,PCT 203,783,1858,794,3435,73.84
County Commissioner District 5,Henry Dean,REP,PCT 204,504,1365,543,2412,79.16
County Commissioner District 5,Henry Dean,REP,PCT 205,906,2338,715,3959,74.17
County Commissioner District 5,Henry Dean,REP,PCT 206,162,352,238,752,75.81
County Commissioner District 5,Henry Dean,REP,PCT 207,310,576,218,1104,43.77
County Commissioner District 5,Henry Dean,REP,PCT 208,148,511,291,950,77.11
County Commissioner District 5,Henry Dean,REP,PCT 209,296,1096,418,1810,72.55
County Commissioner District 5,Henry Dean,REP,PCT 301,285,559,172,1016,76.05
County Commissioner District 5,Henry Dean,REP,PCT 302,925,2157,826,3908,73.83
County Commissioner District 5,Henry Dean,REP,PCT 303,199,438,282,919,67.67
County Commissioner District 5,Henry Dean,REP,PCT 304,595,1341,513,2449,69.91
County Commissioner District 5,Henry Dean,REP,PCT 305,941,1848,571,3360,70.06
County Commissioner District 5,Henry Dean,REP,PCT 306,456,762,256,1474,74.52
County Commissioner District 5,Henry Dean,REP,PCT 307,675,1925,384,2984,73.10
County Commissioner District 5,Henry Dean,REP,PCT 308,458,897,169,1524,72.74
County Commissioner District 5,Henry Dean,REP,PCT 309,982,1764,436,3182,72.30
County Commissioner District 5,Henry Dean,REP,PCT 401,866,2173,476,3515,74.12
County Commissioner District 5,Henry Dean,REP,PCT 402,1234,2723,480,4437,76.26
County Commissioner District 5,Henry Dean,REP,PCT 403,1102,2279,424,3805,79.57
County Commissioner District 5,Henry Dean,REP,PCT 404,637,1171,298,2106,82.20
County Commissioner District 5,Henry Dean,REP,PCT 405,860,2045,413,3318,76.01
County Commissioner District 5,Henry Dean,REP,PCT 406,1047,2254,827,4128,73.11
County Commissioner District 5,Henry Dean,REP,PCT 407,198,325,83,606,80.26
County Commissioner District 5,Henry Dean,REP,PCT 408,1172,2644,999,4815,75.73
County Commissioner District 5,Henry Dean,REP,PCT 409,41,101,32,174,70.16
County Commissioner District 5,Henry Dean,REP,PCT 410,1278,1959,350,3587,74.71
County Commissioner District 5,Henry Dean,REP,PCT 501,819,1451,334,2604,73.66
County Commissioner District 5,Henry Dean,REP,PCT 502,1016,1958,737,3711,69.94
County Commissioner District 5,Henry Dean,REP,PCT 503,332,474,164,970,66.99
County Commissioner District 5,Henry Dean,REP,PCT 504,746,992,544,2282,74.72
County Commissioner District 5,Henry Dean,REP,PCT 505,490,856,338,1684,61.48
County Commissioner District 5,Henry Dean,REP,PCT 506,294,303,132,729,60.45
County Commissioner District 5,Henry Dean,REP,PCT 507,180,274,167,621,48.48
County Commissioner District 5,Henry Dean,REP,PCT 508,787,1373,525,2685,68.48
County Commissioner District 5,Henry Dean,REP,PCT 509,878,1966,333,3177,71.49
County Commissioner District 5,Merrill Paul Roland,NPA,PCT 101,449,563,81,1093,26.96
County Commissioner District 5,Merrill Paul Roland,NPA,PCT 102,285,309,44,638,24.68
County Commissioner District 5,Merrill Paul Roland,NPA,PCT 103,213,156,38,407,18.91
County Commissioner District 5,Merrill Paul Roland,NPA,PCT 104,330,346,51,727,22.51
County Commissioner District 5,Merrill Paul Roland,NPA,PCT 105,828,831,117,1776,31.01
County Commissioner District 5,Merrill Paul Roland,NPA,PCT 106,354,344,100,798,18.40
County Commissioner District 5,Merrill Paul Roland,NPA,PCT 107,667,723,175,1565,24.23
County Commissioner District 5,Merrill Paul Roland,NPA,PCT 108,226,223,35,484,25.87
County Commissioner District 5,Merrill Paul Roland,NPA,PCT 109,317,346,66,729,21.15
County Commissioner District 5,Merrill Paul Roland,NPA,PCT 110,-,-,-,122,17.63
County Commissioner District 5,Merrill Paul Roland,NPA,PCT 111,303,325,52,680,27.01
County Commissioner District 5,Merrill Paul Roland,NPA,PCT 201,490,594,86,1170,27.12
County Commissioner District 5,Merrill Paul Roland,NPA,PCT 202,277,344,88,709,23.75
County Commissioner District 5,Merrill Paul Roland,NPA,PCT 203,540,475,202,1217,26.16
County Commissioner District 5,Merrill Paul Roland,NPA,PCT 204,305,254,76,635,20.84
County Commissioner District 5,Merrill Paul Roland,NPA,PCT 205,647,578,154,1379,25.83
County Commissioner District 5,Merrill Paul Roland,NPA,PCT 206,113,82,45,240,24.19
County Commissioner District 5,Merrill Paul Roland,NPA,PCT 207,508,629,281,1418,56.23
County Commissioner District 5,Merrill Paul Roland,NPA,PCT 208,98,117,67,282,22.89
County Commissioner District 5,Merrill Paul Roland,NPA,PCT 209,288,300,97,685,27.45
County Commissioner District 5,Merrill Paul Roland,NPA,PCT 301,164,116,40,320,23.95
County Commissioner District 5,Merrill Paul Roland,NPA,PCT 302,690,521,174,1385,26.17
County Commissioner District 5,Merrill Paul Roland,NPA,PCT 303,197,169,73,439,32.33
County Commissioner District 5,Merrill Paul Roland,NPA,PCT 304,525,393,136,1054,30.09
County Commissioner District 5,Merrill Paul Roland,NPA,PCT 305,758,505,173,1436,29.94
County Commissioner District 5,Merrill Paul Roland,NPA,PCT 306,301,153,50,504,25.48
County Commissioner District 5,Merrill Paul Roland,NPA,PCT 307,578,448,72,1098,26.90
County Commissioner District 5,Merrill Paul Roland,NPA,PCT 308,283,247,41,571,27.26
County Commissioner District 5,Merrill Paul Roland,NPA,PCT 309,695,428,96,1219,27.70
County Commissioner District 5,Merrill Paul Roland,NPA,PCT 401,546,570,111,1227,25.88
County Commissioner District 5,Merrill Paul Roland,NPA,PCT 402,663,624,94,1381,23.74
County Commissioner District 5,Merrill Paul Roland,NPA,PCT 403,489,429,59,977,20.43
County Commissioner District 5,Merrill Paul Roland,NPA,PCT 404,216,206,34,456,17.80
County Commissioner District 5,Merrill Paul Roland,NPA,PCT 405,513,471,63,1047,23.99
County Commissioner District 5,Merrill Paul Roland,NPA,PCT 406,750,625,143,1518,26.89
County Commissioner District 5,Merrill Paul Roland,NPA,PCT 407,-,-,-,149,19.74
County Commissioner District 5,Merrill Paul Roland,NPA,PCT 408,782,591,170,1543,24.27
County Commissioner District 5,Merrill Paul Roland,NPA,PCT 409,-,-,-,74,29.84
County Commissioner District 5,Merrill Paul Roland,NPA,PCT 410,839,333,42,1214,25.29
County Commissioner District 5,Merrill Paul Roland,NPA,PCT 501,479,393,59,931,26.34
County Commissioner District 5,Merrill Paul Roland,NPA,PCT 502,833,598,164,1595,30.06
County Commissioner District 5,Merrill Paul Roland,NPA,PCT 503,270,150,58,478,33.01
County Commissioner District 5,Merrill Paul Roland,NPA,PCT 504,424,246,102,772,25.28
County Commissioner District 5,Merrill Paul Roland,NPA,PCT 505,517,380,158,1055,38.52
County Commissioner District 5,Merrill Paul Roland,NPA,PCT 506,250,147,80,477,39.55
County Commissioner District 5,Merrill Paul Roland,NPA,PCT 507,319,229,112,660,51.52
County Commissioner District 5,Merrill Paul Roland,NPA,PCT 508,585,515,136,1236,31.52
County Commissioner District 5,Merrill Paul Roland,NPA,PCT 509,558,611,98,1267,28.51
Retention Muniz,Yes,,PCT 101,689,1786,310,2785,74.45
Retention Muniz,Yes,,PCT 102,471,1112,212,1795,74.05
Retention Muniz,Yes,,PCT 103,565,796,180,1541,76.86
Retention Muniz,Yes,,PCT 104,578,1348,323,2249,76.37
Retention Muniz,Yes,,PCT 105,1166,2297,414,3877,72.94
Retention Muniz,Yes,,PCT 106,710,1745,562,3017,76.13
Retention Muniz,Yes,,PCT 107,1029,2594,710,4333,72.92
Retention Muniz,Yes,,PCT 108,391,750,127,1268,74.37
Retention Muniz,Yes,,PCT 109,611,1403,344,2358,75.84
Retention Muniz,Yes,,PCT 110,133,216,92,441,71.13
Retention Muniz,Yes,,PCT 111,474,1021,226,1721,74.44
Retention Muniz,Yes,,PCT 201,691,1900,346,2937,73.72
Retention Muniz,Yes,,PCT 202,471,1189,418,2078,75.45
Retention Muniz,Yes,,PCT 203,889,1639,731,3259,75.61
Retention Muniz,Yes,,PCT 204,516,1125,415,2056,73.61
Retention Muniz,Yes,,PCT 205,1022,2133,575,3730,75.81
Retention Muniz,Yes,,PCT 206,193,296,183,672,73.52
Retention Muniz,Yes,,PCT 207,561,748,298,1607,63.97
Retention Muniz,Yes,,PCT 208,157,404,218,779,69.06
Retention Muniz,Yes,,PCT 209,392,906,308,1606,68.28
Retention Muniz,Yes,,PCT 301,301,453,136,890,72.83
Retention Muniz,Yes,,PCT 302,1063,1857,681,3601,73.59
Retention Muniz,Yes,,PCT 303,258,407,216,881,70.03
Retention Muniz,Yes,,PCT 304,773,1188,433,2394,73.23
Retention Muniz,Yes,,PCT 305,1131,1629,540,3300,74.42
Retention Muniz,Yes,,PCT 306,558,649,212,1419,77.29
Retention Muniz,Yes,,PCT 307,882,1671,324,2877,75.29
Retention Muniz,Yes,,PCT 308,529,801,146,1476,75.89
Retention Muniz,Yes,,PCT 309,1079,1519,390,2988,74.03
Retention Muniz,Yes,,PCT 401,914,1897,376,3187,74.03
Retention Muniz,Yes,,PCT 402,1300,2327,391,4018,75.27
Retention Muniz,Yes,,PCT 403,1083,1904,333,3320,77.92
Retention Muniz,Yes,,PCT 404,563,954,229,1746,77.95
Retention Muniz,Yes,,PCT 405,933,1763,341,3037,77.30
Retention Muniz,Yes,,PCT 406,1195,2043,672,3910,75.97
Retention Muniz,Yes,,PCT 407,179,264,55,498,72.91
Retention Muniz,Yes,,PCT 408,1332,2213,853,4398,75.42
Retention Muniz,Yes,,PCT 409,-,-,-,160,70.80
Retention Muniz,Yes,,PCT 410,1640,1710,285,3635,80.76
Retention Muniz,Yes,,PCT 501,901,1336,280,2517,76.04
Retention Muniz,Yes,,PCT 502,1292,1740,625,3657,73.48
Retention Muniz,Yes,,PCT 503,366,405,140,911,66.94
Retention Muniz,Yes,,PCT 504,734,840,427,2001,72.11
Retention Muniz,Yes,,PCT 505,621,793,338,1752,67.64
Retention Muniz,Yes,,PCT 506,343,290,136,769,68.17
Retention Muniz,Yes,,PCT 507,317,304,179,800,64.62
Retention Muniz,Yes,,PCT 508,861,1301,431,2593,70.65
Retention Muniz,Yes,,PCT 509,939,1713,280,2932,72.11
Retention Muniz,No,,PCT 101,316,562,78,956,25.55
Retention Muniz,No,,PCT 102,235,350,44,629,25.95
Retention Muniz,No,,PCT 103,195,214,55,464,23.14
Retention Muniz,No,,PCT 104,255,373,68,696,23.63
Retention Muniz,No,,PCT 105,605,710,123,1438,27.06
Retention Muniz,No,,PCT 106,292,493,161,946,23.87
Retention Muniz,No,,PCT 107,562,809,238,1609,27.08
Retention Muniz,No,,PCT 108,156,244,37,437,25.63
Retention Muniz,No,,PCT 109,258,417,76,751,24.16
Retention Muniz,No,,PCT 110,45,96,38,179,28.87
Retention Muniz,No,,PCT 111,249,292,50,591,25.56
Retention Muniz,No,,PCT 201,370,560,117,1047,26.28
Retention Muniz,No,,PCT 202,205,361,110,676,24.55
Retention Muniz,No,,PCT 203,408,463,180,1051,24.39
Retention Muniz,No,,PCT 204,258,341,138,737,26.39
Retention Muniz,No,,PCT 205,472,541,177,1190,24.19
Retention Muniz,No,,PCT 206,68,103,71,242,26.48
Retention Muniz,No,,PCT 207,284,429,192,905,36.03
Retention Muniz,No,,PCT 208,85,162,102,349,30.94
Retention Muniz,No,,PCT 209,197,389,160,746,31.72
Retention Muniz,No,,PCT 301,126,158,48,332,27.17
Retention Muniz,No,,PCT 302,510,567,215,1292,26.41
Retention Muniz,No,,PCT 303,133,156,88,377,29.97
Retention Muniz,No,,PCT 304,339,386,150,875,26.77
Retention Muniz,No,,PCT 305,495,499,140,1134,25.58
Retention Muniz,No,,PCT 306,176,166,75,417,22.71
Retention Muniz,No,,PCT 307,359,511,74,944,24.71
Retention Muniz,No,,PCT 308,194,232,43,469,24.11
Retention Muniz,No,,PCT 309,501,458,89,1048,25.97
Retention Muniz,No,,PCT 401,454,551,113,1118,25.97
Retention Muniz,No,,PCT 402,533,673,114,1320,24.73
Retention Muniz,No,,PCT 403,381,487,73,941,22.08
Retention Muniz,No,,PCT 404,218,227,49,494,22.05
Retention Muniz,No,,PCT 405,379,444,69,892,22.70
